REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,West Virginia,2015,3,X,6.23661,1077,45,17269
States,Wisconsin,2015,3,X,2.78228,189,30,6793
States,Wyoming,2015,3,X,3.46154,216,24,6240
States,Puerto Rico,2015,3,X,7.16591,333,6,4647
States,Virgin Islands,2015,3,X,2.21607,8,1,361
States,New York City,2015,3,X,3.53847,3861,94,109115
States,Alabama,2015,4,X,8.53614,933,23,10930
States,Alaska,2015,4,X,0.947522,13,8,1372
States,Arizona,2015,4,X,3.55294,858,58,24149
States,Arkansas,2015,4,X,7.30102,366,17,5013
States,California,2015,4,X,5.01063,2452,155,48936
States,Colorado,2015,4,X,2.81489,118,6,4192
States,Connecticut,2015,4,X,5.03132,241,20,4790
States,Delaware,2015,4,X,2.77865,89,12,3203
States,District of Columbia,2015,4,X,8.43223,135,2,1601
States,Florida,2015,4,X,1.82393,392,62,21492
States,Georgia,2015,4,X,2.21998,551,34,24820
States,Hawaii,2015,4,X,15.5854,418,20,2682
States,Idaho,2015,4,X,5.7796,225,10,3893
States,Illinois,2015,4,X,2.28888,1153,81,50374
States,Indiana,2015,4,X,1.77683,150,37,8442
States,Iowa,2015,4,X,2.32198,60,10,2584
States,Kansas,2015,4,X,7.09809,555,33,7819
States,Kentucky,2015,4,X,1.52083,146,22,9600
States,Louisiana,2015,4,X,4.5006,2066,74,45905
States,Maine,2015,4,X,3.33761,156,31,4674
States,Maryland,2015,4,X,2.25146,255,24,11326
States,Massachusetts,2015,4,X,2.97916,639,49,21449
States,Michigan,2015,4,X,1.25583,218,53,17359
States,Minnesota,2015,4,X,2.74324,139,15,5067
States,Mississippi,2015,4,X,5.59281,1126,49,20133
States,Missouri,2015,4,X,3.71205,247,22,6654
States,Montana,2015,4,X,2.0467,71,10,3469
States,Nebraska,2015,4,X,4.06442,106,13,2608
States,Nevada,2015,4,X,3.09628,438,29,14146
States,New Hampshire,2015,4,X,1.68977,78,27,4616
States,New Jersey,2015,4,X,4.80625,320,26,6658
States,New Mexico,2015,4,X,3.90741,498,27,12745
States,New York,2015,4,X,6.32707,744,85,11759
States,North Carolina,2015,4,X,3.47911,603,50,17332
States,North Dakota,2015,4,X,4.90028,86,10,1755
States,Ohio,2015,4,X,1.53061,228,55,14896
States,Oklahoma,2015,4,X,10.5877,236,16,2229
States,Oregon,2015,4,X,1.24717,44,12,3528
States,Pennsylvania,2015,4,X,4.86334,774,45,15915
States,Rhode Island,2015,4,X,4.11178,231,20,5618
States,South Carolina,2015,4,X,1.85737,131,16,7053
