State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
UT,UT,2015,June,"Synthetic opioids, excl. methadone (T40.4)",63,68,100,0.338237781160156,
UT,UT,2015,July,"Synthetic opioids, excl. methadone (T40.4)",62,67,100,0.34285071942446,
UT,UT,2015,August,"Synthetic opioids, excl. methadone (T40.4)",61,66,100,0.29673590504451,
UT,UT,2015,September,"Synthetic opioids, excl. methadone (T40.4)",67,72,100,0.269148816866659,
UT,UT,2015,October,"Synthetic opioids, excl. methadone (T40.4)",70,75,100,0.301709688233322,
UT,UT,2015,November,"Synthetic opioids, excl. methadone (T40.4)",67,72,100,0.285218947486158,
UT,UT,2015,December,"Synthetic opioids, excl. methadone (T40.4)",63,68,100,0.319417203698515,
UT,UT,2016,January,"Synthetic opioids, excl. methadone (T40.4)",72,78,100,0.33683265031157,
UT,UT,2016,February,"Synthetic opioids, excl. methadone (T40.4)",78,85,100,0.384615384615385,
UT,UT,2016,March,"Synthetic opioids, excl. methadone (T40.4)",79,87,100,0.415167450871852,
UT,UT,2016,April,"Synthetic opioids, excl. methadone (T40.4)",76,85,100,0.484288151450113,
UT,UT,2016,May,"Synthetic opioids, excl. methadone (T40.4)",78,88,100,0.503861109589791,
UT,UT,2016,June,"Synthetic opioids, excl. methadone (T40.4)",89,100,100,0.518700518700519,
UT,UT,2016,July,"Synthetic opioids, excl. methadone (T40.4)",88,100,100,0.569846955389124,
UT,UT,2016,August,"Synthetic opioids, excl. methadone (T40.4)",88,101,100,0.616883116883117,
UT,UT,2016,September,"Synthetic opioids, excl. methadone (T40.4)",85,100,100,0.717716259241271,
UT,UT,2016,October,"Synthetic opioids, excl. methadone (T40.4)",80,97,100,0.828953784472016,
UT,UT,2016,November,"Synthetic opioids, excl. methadone (T40.4)",80,98,100,0.897275545162869,
UT,UT,2016,December,"Synthetic opioids, excl. methadone (T40.4)",77,95,100,0.90820629257217,
UT,UT,2017,January,"Synthetic opioids, excl. methadone (T40.4)",78,94,100,0.899251521188951,Underreported due to incomplete data
UT,UT,2017,February,"Synthetic opioids, excl. methadone (T40.4)",78,94,100,0.880985839368717,Underreported due to incomplete data
UT,UT,2017,March,"Synthetic opioids, excl. methadone (T40.4)",82,99,100,0.865894577335209,Underreported due to incomplete data
UT,UT,2017,April,"Synthetic opioids, excl. methadone (T40.4)",82,98,100,0.807588075880759,Underreported due to incomplete data
UT,UT,2017,May,"Synthetic opioids, excl. methadone (T40.4)",81,97,100,0.787872201695284,Underreported due to incomplete data
UT,UT,2017,June,"Synthetic opioids, excl. methadone (T40.4)",77,92,100,0.766637668551544,Underreported due to incomplete data
UT,UT,2017,July,"Synthetic opioids, excl. methadone (T40.4)",78,93,99.5+,0.736899563318777,Underreported due to incomplete data
UT,UT,2017,August,"Synthetic opioids, excl. methadone (T40.4)",81,96,99.5+,0.703188879803761,Underreported due to incomplete data
UT,UT,2017,September,"Synthetic opioids, excl. methadone (T40.4)",79,91,99.5+,0.590018404243802,Underreported due to incomplete data
UT,UT,2017,October,"Synthetic opioids, excl. methadone (T40.4)",83,92,99.5+,0.446188581872917,Underreported due to incomplete data
UT,UT,2017,November,"Synthetic opioids, excl. methadone (T40.4)",82,89,99.5+,0.347018311889381,Underreported due to incomplete data
UT,UT,2017,December,"Synthetic opioids, excl. methadone (T40.4)",87,92,99.5+,0.241196333815726,Underreported due to incomplete data
UT,UT,2018,January,"Synthetic opioids, excl. methadone (T40.4)",80,84,99.5+,0.250934329951949,Underreported due to incomplete data
UT,UT,2018,February,"Synthetic opioids, excl. methadone (T40.4)",76,80,100,0.234204503113855,Underreported due to incomplete data
VA,VA,2015,January,Cocaine (T40.5),125,130,100,0.037846532311477,
VA,VA,2015,February,Cocaine (T40.5),133,138,100,0.042256166270189,
VA,VA,2015,March,Cocaine (T40.5),128,133,100,0.043672208877936,
VA,VA,2015,April,Cocaine (T40.5),132,137,100,0.045079355209774,
VA,VA,2015,May,Cocaine (T40.5),130,135,100,0.041923512879835,
VA,VA,2015,June,Cocaine (T40.5),135,140,100,0.043441160499573,
VA,VA,2015,July,Cocaine (T40.5),134,139,100,0.044943820224719,
VA,VA,2015,August,Cocaine (T40.5),143,149,100,0.044719960523069,
VA,VA,2015,September,Cocaine (T40.5),146,152,100,0.046132554205751,
VA,VA,2015,October,Cocaine (T40.5),156,162,100,0.041432648927355,
VA,VA,2015,November,Cocaine (T40.5),157,163,100,0.03533623192859,
VA,VA,2015,December,Cocaine (T40.5),157,163,100,0.03088326127239,
VA,VA,2016,January,Cocaine (T40.5),168,174,100,0.02967081016928,
VA,VA,2016,February,Cocaine (T40.5),179,186,100,0.023439697471638,
VA,VA,2016,March,Cocaine (T40.5),202,210,100,0.020269743509784,
VA,VA,2016,April,Cocaine (T40.5),213,221,100,0.017160151009329,
VA,VA,2016,May,Cocaine (T40.5),222,230,100,0.020186335403727,
VA,VA,2016,June,Cocaine (T40.5),224,232,100,0.018587360594796,
VA,VA,2016,July,Cocaine (T40.5),237,246,100,0.015436386650613,
VA,VA,2016,August,Cocaine (T40.5),239,248,100,0.015429003440668,
VA,VA,2016,September,Cocaine (T40.5),243,252,100,0.012359793591447,
VA,VA,2016,October,Cocaine (T40.5),246,255,100,0.01077337437476,
VA,VA,2016,November,Cocaine (T40.5),251,260,100,0.013802834181952,
VA,VA,2016,December,Cocaine (T40.5),257,266,100,0.019823116803904,
VA,VA,2017,January,Cocaine (T40.5),264,272,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Cocaine (T40.5),273,282,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Cocaine (T40.5),264,272,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Cocaine (T40.5),272,283,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Cocaine (T40.5),271,281,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Cocaine (T40.5),294,306,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Cocaine (T40.5),301,312,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Cocaine (T40.5),307,317,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Cocaine (T40.5),314,325,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Cocaine (T40.5),320,332,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Cocaine (T40.5),324,337,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Cocaine (T40.5),343,356,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Cocaine (T40.5),344,354,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Cocaine (T40.5),342,353,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,Heroin (T40.1),246,248,100,0.037846532311477,
VA,VA,2015,February,Heroin (T40.1),260,262,100,0.042256166270189,
VA,VA,2015,March,Heroin (T40.1),260,263,100,0.043672208877936,
VA,VA,2015,April,Heroin (T40.1),272,275,100,0.045079355209774,
VA,VA,2015,May,Heroin (T40.1),288,291,100,0.041923512879835,
VA,VA,2015,June,Heroin (T40.1),301,304,100,0.043441160499573,
VA,VA,2015,July,Heroin (T40.1),302,305,100,0.044943820224719,
VA,VA,2015,August,Heroin (T40.1),307,310,100,0.044719960523069,
VA,VA,2015,September,Heroin (T40.1),319,322,100,0.046132554205751,
VA,VA,2015,October,Heroin (T40.1),341,344,100,0.041432648927355,
VA,VA,2015,November,Heroin (T40.1),338,341,100,0.03533623192859,
VA,VA,2015,December,Heroin (T40.1),338,340,100,0.03088326127239,
VA,VA,2016,January,Heroin (T40.1),339,341,100,0.02967081016928,
VA,VA,2016,February,Heroin (T40.1),353,355,100,0.023439697471638,
VA,VA,2016,March,Heroin (T40.1),374,376,100,0.020269743509784,
VA,VA,2016,April,Heroin (T40.1),379,381,100,0.017160151009329,
VA,VA,2016,May,Heroin (T40.1),386,388,100,0.020186335403727,
VA,VA,2016,June,Heroin (T40.1),392,394,100,0.018587360594796,
VA,VA,2016,July,Heroin (T40.1),397,399,100,0.015436386650613,
VA,VA,2016,August,Heroin (T40.1),400,402,100,0.015429003440668,
VA,VA,2016,September,Heroin (T40.1),398,399,100,0.012359793591447,
VA,VA,2016,October,Heroin (T40.1),399,400,100,0.01077337437476,
VA,VA,2016,November,Heroin (T40.1),419,421,100,0.013802834181952,
VA,VA,2016,December,Heroin (T40.1),439,441,100,0.019823116803904,
VA,VA,2017,January,Heroin (T40.1),454,453,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Heroin (T40.1),460,461,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Heroin (T40.1),456,456,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Heroin (T40.1),460,460,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Heroin (T40.1),464,463,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Heroin (T40.1),483,483,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Heroin (T40.1),506,512,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Heroin (T40.1),524,531,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Heroin (T40.1),534,542,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Heroin (T40.1),530,537,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Heroin (T40.1),526,532,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Heroin (T40.1),539,541,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Heroin (T40.1),529,529,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Heroin (T40.1),533,536,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,Methadone (T40.3),99,100,100,0.037846532311477,
VA,VA,2015,February,Methadone (T40.3),95,96,100,0.042256166270189,
VA,VA,2015,March,Methadone (T40.3),91,92,100,0.043672208877936,
VA,VA,2015,April,Methadone (T40.3),91,92,100,0.045079355209774,
VA,VA,2015,May,Methadone (T40.3),89,90,100,0.041923512879835,
VA,VA,2015,June,Methadone (T40.3),88,89,100,0.043441160499573,
VA,VA,2015,July,Methadone (T40.3),85,86,100,0.044943820224719,
VA,VA,2015,August,Methadone (T40.3),86,87,100,0.044719960523069,
VA,VA,2015,September,Methadone (T40.3),77,78,100,0.046132554205751,
VA,VA,2015,October,Methadone (T40.3),73,74,100,0.041432648927355,
VA,VA,2015,November,Methadone (T40.3),66,67,100,0.03533623192859,
VA,VA,2015,December,Methadone (T40.3),69,70,100,0.03088326127239,
VA,VA,2016,January,Methadone (T40.3),73,74,100,0.02967081016928,
VA,VA,2016,February,Methadone (T40.3),78,79,100,0.023439697471638,
VA,VA,2016,March,Methadone (T40.3),79,80,100,0.020269743509784,
VA,VA,2016,April,Methadone (T40.3),78,79,100,0.017160151009329,
VA,VA,2016,May,Methadone (T40.3),77,78,100,0.020186335403727,
VA,VA,2016,June,Methadone (T40.3),79,80,100,0.018587360594796,
VA,VA,2016,July,Methadone (T40.3),80,81,100,0.015436386650613,
VA,VA,2016,August,Methadone (T40.3),77,78,100,0.015429003440668,
VA,VA,2016,September,Methadone (T40.3),84,85,100,0.012359793591447,
VA,VA,2016,October,Methadone (T40.3),87,88,100,0.01077337437476,
VA,VA,2016,November,Methadone (T40.3),83,84,100,0.013802834181952,
VA,VA,2016,December,Methadone (T40.3),77,78,100,0.019823116803904,
VA,VA,2017,January,Methadone (T40.3),71,71,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Methadone (T40.3),67,67,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Methadone (T40.3),67,68,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Methadone (T40.3),68,69,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Methadone (T40.3),69,70,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Methadone (T40.3),65,66,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Methadone (T40.3),69,70,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Methadone (T40.3),72,73,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Methadone (T40.3),75,77,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Methadone (T40.3),74,75,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Methadone (T40.3),77,78,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Methadone (T40.3),79,79,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Methadone (T40.3),86,87,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Methadone (T40.3),87,88,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,Natural & semi-synthetic opioids (T40.2),320,325,100,0.037846532311477,
VA,VA,2015,February,Natural & semi-synthetic opioids (T40.2),315,320,100,0.042256166270189,
VA,VA,2015,March,Natural & semi-synthetic opioids (T40.2),314,319,100,0.043672208877936,
VA,VA,2015,April,Natural & semi-synthetic opioids (T40.2),292,297,100,0.045079355209774,
VA,VA,2015,May,Natural & semi-synthetic opioids (T40.2),286,290,100,0.041923512879835,
VA,VA,2015,June,Natural & semi-synthetic opioids (T40.2),276,280,100,0.043441160499573,
VA,VA,2015,July,Natural & semi-synthetic opioids (T40.2),272,276,100,0.044943820224719,
VA,VA,2015,August,Natural & semi-synthetic opioids (T40.2),285,290,100,0.044719960523069,
VA,VA,2015,September,Natural & semi-synthetic opioids (T40.2),280,285,100,0.046132554205751,
VA,VA,2015,October,Natural & semi-synthetic opioids (T40.2),277,281,100,0.041432648927355,
VA,VA,2015,November,Natural & semi-synthetic opioids (T40.2),273,277,100,0.03533623192859,
VA,VA,2015,December,Natural & semi-synthetic opioids (T40.2),274,278,100,0.03088326127239,
VA,VA,2016,January,Natural & semi-synthetic opioids (T40.2),271,275,100,0.02967081016928,
VA,VA,2016,February,Natural & semi-synthetic opioids (T40.2),282,285,100,0.023439697471638,
VA,VA,2016,March,Natural & semi-synthetic opioids (T40.2),290,293,100,0.020269743509784,
VA,VA,2016,April,Natural & semi-synthetic opioids (T40.2),298,301,100,0.017160151009329,
VA,VA,2016,May,Natural & semi-synthetic opioids (T40.2),312,315,100,0.020186335403727,
VA,VA,2016,June,Natural & semi-synthetic opioids (T40.2),319,322,100,0.018587360594796,
VA,VA,2016,July,Natural & semi-synthetic opioids (T40.2),321,324,100,0.015436386650613,
VA,VA,2016,August,Natural & semi-synthetic opioids (T40.2),317,320,100,0.015429003440668,
VA,VA,2016,September,Natural & semi-synthetic opioids (T40.2),330,333,100,0.012359793591447,
VA,VA,2016,October,Natural & semi-synthetic opioids (T40.2),340,343,100,0.01077337437476,
VA,VA,2016,November,Natural & semi-synthetic opioids (T40.2),345,348,100,0.013802834181952,
VA,VA,2016,December,Natural & semi-synthetic opioids (T40.2),342,346,100,0.019823116803904,
VA,VA,2017,January,Natural & semi-synthetic opioids (T40.2),346,347,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Natural & semi-synthetic opioids (T40.2),349,351,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Natural & semi-synthetic opioids (T40.2),343,346,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Natural & semi-synthetic opioids (T40.2),352,355,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Natural & semi-synthetic opioids (T40.2),345,347,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Natural & semi-synthetic opioids (T40.2),338,341,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Natural & semi-synthetic opioids (T40.2),346,352,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Natural & semi-synthetic opioids (T40.2),344,351,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Natural & semi-synthetic opioids (T40.2),337,345,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Natural & semi-synthetic opioids (T40.2),324,331,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Natural & semi-synthetic opioids (T40.2),325,330,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Natural & semi-synthetic opioids (T40.2),334,336,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Natural & semi-synthetic opioids (T40.2),334,336,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Natural & semi-synthetic opioids (T40.2),326,329,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,Number of Deaths,63414,,100,0.037846532311477,
VA,VA,2015,February,Number of Deaths,63896,,100,0.042256166270189,
VA,VA,2015,March,Number of Deaths,64114,,100,0.043672208877936,
VA,VA,2015,April,Number of Deaths,64331,,100,0.045079355209774,
VA,VA,2015,May,Number of Deaths,64403,,100,0.041923512879835,
VA,VA,2015,June,Number of Deaths,64455,,100,0.043441160499573,
VA,VA,2015,July,Number of Deaths,64525,,100,0.044943820224719,
VA,VA,2015,August,Number of Deaths,64848,,100,0.044719960523069,
VA,VA,2015,September,Number of Deaths,65030,,100,0.046132554205751,
VA,VA,2015,October,Number of Deaths,65166,,100,0.041432648927355,
VA,VA,2015,November,Number of Deaths,65089,,100,0.03533623192859,
VA,VA,2015,December,Number of Deaths,64760,,100,0.03088326127239,
VA,VA,2016,January,Number of Deaths,64036,,100,0.02967081016928,
VA,VA,2016,February,Number of Deaths,63994,,100,0.023439697471638,
VA,VA,2016,March,Number of Deaths,64135,,100,0.020269743509784,
VA,VA,2016,April,Number of Deaths,64102,,100,0.017160151009329,
VA,VA,2016,May,Number of Deaths,64400,,100,0.020186335403727,
VA,VA,2016,June,Number of Deaths,64560,,100,0.018587360594796,
VA,VA,2016,July,Number of Deaths,64782,,100,0.015436386650613,
VA,VA,2016,August,Number of Deaths,64813,,100,0.015429003440668,
VA,VA,2016,September,Number of Deaths,64726,,100,0.012359793591447,
VA,VA,2016,October,Number of Deaths,64975,,100,0.01077337437476,
VA,VA,2016,November,Number of Deaths,65204,,100,0.013802834181952,
VA,VA,2016,December,Number of Deaths,65580,,100,0.019823116803904,
VA,VA,2017,January,Number of Deaths,65965,,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Number of Deaths,66107,,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Number of Deaths,66446,,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Number of Deaths,66754,,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Number of Deaths,66775,,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Number of Deaths,66968,,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Number of Deaths,66944,,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Number of Deaths,67019,,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Number of Deaths,67367,,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Number of Deaths,67361,,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Number of Deaths,67393,,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Number of Deaths,67734,,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Number of Deaths,68226,,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Number of Deaths,68298,,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,Number of Drug Overdose Deaths,959,969,100,0.037846532311477,
VA,VA,2015,February,Number of Drug Overdose Deaths,980,991,100,0.042256166270189,
VA,VA,2015,March,Number of Drug Overdose Deaths,968,979,100,0.043672208877936,
VA,VA,2015,May,Number of Drug Overdose Deaths,973,984,100,0.041923512879835,
VA,VA,2015,June,Number of Drug Overdose Deaths,984,995,100,0.043441160499573,
VA,VA,2015,July,Number of Drug Overdose Deaths,976,987,100,0.044943820224719,
VA,VA,2015,August,Number of Drug Overdose Deaths,994,1006,100,0.044719960523069,
VA,VA,2015,September,Number of Drug Overdose Deaths,1009,1021,100,0.046132554205751,
VA,VA,2015,October,Number of Drug Overdose Deaths,1016,1027,100,0.041432648927355,
VA,VA,2015,November,Number of Drug Overdose Deaths,992,1002,100,0.03533623192859,
VA,VA,2015,December,Number of Drug Overdose Deaths,1002,1011,100,0.03088326127239,
VA,VA,2016,January,Number of Drug Overdose Deaths,1006,1015,100,0.02967081016928,
VA,VA,2016,February,Number of Drug Overdose Deaths,1051,1059,100,0.023439697471638,
VA,VA,2016,March,Number of Drug Overdose Deaths,1107,1115,100,0.020269743509784,
VA,VA,2016,April,Number of Drug Overdose Deaths,1131,1139,100,0.017160151009329,
VA,VA,2016,May,Number of Drug Overdose Deaths,1160,1168,100,0.020186335403727,
VA,VA,2016,June,Number of Drug Overdose Deaths,1186,1194,100,0.018587360594796,
VA,VA,2016,July,Number of Drug Overdose Deaths,1214,1222,100,0.015436386650613,
VA,VA,2016,August,Number of Drug Overdose Deaths,1229,1237,100,0.015429003440668,
VA,VA,2016,September,Number of Drug Overdose Deaths,1260,1267,100,0.012359793591447,
VA,VA,2016,October,Number of Drug Overdose Deaths,1287,1294,100,0.01077337437476,
VA,VA,2016,November,Number of Drug Overdose Deaths,1340,1348,100,0.013802834181952,
VA,VA,2016,December,Number of Drug Overdose Deaths,1356,1366,100,0.019823116803904,
VA,VA,2017,January,Number of Drug Overdose Deaths,1392,1391,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,Number of Drug Overdose Deaths,1403,1407,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,Number of Drug Overdose Deaths,1394,1399,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,Number of Drug Overdose Deaths,1407,1415,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,Number of Drug Overdose Deaths,1415,1422,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,Number of Drug Overdose Deaths,1428,1441,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,Number of Drug Overdose Deaths,1440,1458,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,Number of Drug Overdose Deaths,1453,1478,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,Number of Drug Overdose Deaths,1438,1462,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,Number of Drug Overdose Deaths,1422,1444,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,Number of Drug Overdose Deaths,1423,1439,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,Number of Drug Overdose Deaths,1455,1460,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,Number of Drug Overdose Deaths,1437,1439,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,Number of Drug Overdose Deaths,1408,1417,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,"Opioids (T40.0-T40.4,T40.6)",748,757,100,0.037846532311477,
VA,VA,2015,February,"Opioids (T40.0-T40.4,T40.6)",763,772,100,0.042256166270189,
VA,VA,2015,March,"Opioids (T40.0-T40.4,T40.6)",754,763,100,0.043672208877936,
VA,VA,2015,April,"Opioids (T40.0-T40.4,T40.6)",751,761,100,0.045079355209774,
VA,VA,2015,May,"Opioids (T40.0-T40.4,T40.6)",760,769,100,0.041923512879835,
VA,VA,2015,June,"Opioids (T40.0-T40.4,T40.6)",771,781,100,0.043441160499573,
VA,VA,2015,July,"Opioids (T40.0-T40.4,T40.6)",767,777,100,0.044943820224719,
VA,VA,2015,August,"Opioids (T40.0-T40.4,T40.6)",780,790,100,0.044719960523069,
VA,VA,2015,September,"Opioids (T40.0-T40.4,T40.6)",793,803,100,0.046132554205751,
VA,VA,2015,October,"Opioids (T40.0-T40.4,T40.6)",812,822,100,0.041432648927355,
VA,VA,2015,November,"Opioids (T40.0-T40.4,T40.6)",794,803,100,0.03533623192859,
VA,VA,2015,December,"Opioids (T40.0-T40.4,T40.6)",802,810,100,0.03088326127239,
VA,VA,2016,January,"Opioids (T40.0-T40.4,T40.6)",804,812,100,0.02967081016928,
VA,VA,2016,February,"Opioids (T40.0-T40.4,T40.6)",855,862,100,0.023439697471638,
VA,VA,2016,March,"Opioids (T40.0-T40.4,T40.6)",902,909,100,0.020269743509784,
VA,VA,2016,April,"Opioids (T40.0-T40.4,T40.6)",926,933,100,0.017160151009329,
VA,VA,2016,May,"Opioids (T40.0-T40.4,T40.6)",951,959,100,0.020186335403727,
VA,VA,2016,June,"Opioids (T40.0-T40.4,T40.6)",976,984,100,0.018587360594796,
VA,VA,2016,July,"Opioids (T40.0-T40.4,T40.6)",994,1001,100,0.015436386650613,
VA,VA,2016,August,"Opioids (T40.0-T40.4,T40.6)",1009,1016,100,0.015429003440668,
VA,VA,2016,September,"Opioids (T40.0-T40.4,T40.6)",1028,1035,100,0.012359793591447,
VA,VA,2016,October,"Opioids (T40.0-T40.4,T40.6)",1056,1063,100,0.01077337437476,
VA,VA,2016,November,"Opioids (T40.0-T40.4,T40.6)",1097,1105,100,0.013802834181952,
VA,VA,2016,December,"Opioids (T40.0-T40.4,T40.6)",1117,1126,100,0.019823116803904,
VA,VA,2017,January,"Opioids (T40.0-T40.4,T40.6)",1148,1148,100,0.021223376032745,Underreported due to incomplete data
VA,VA,2017,February,"Opioids (T40.0-T40.4,T40.6)",1151,1155,100,0.021177787526283,Underreported due to incomplete data
VA,VA,2017,March,"Opioids (T40.0-T40.4,T40.6)",1140,1145,100,0.025584685308371,Underreported due to incomplete data
VA,VA,2017,April,"Opioids (T40.0-T40.4,T40.6)",1146,1152,100,0.029960751415646,Underreported due to incomplete data
VA,VA,2017,May,"Opioids (T40.0-T40.4,T40.6)",1146,1152,100,0.029951329090228,Underreported due to incomplete data
VA,VA,2017,June,"Opioids (T40.0-T40.4,T40.6)",1150,1160,100,0.031358260661809,Underreported due to incomplete data
VA,VA,2017,July,"Opioids (T40.0-T40.4,T40.6)",1170,1187,100,0.03585086042065,Underreported due to incomplete data
VA,VA,2017,August,"Opioids (T40.0-T40.4,T40.6)",1190,1211,100,0.03730285441442,Underreported due to incomplete data
VA,VA,2017,September,"Opioids (T40.0-T40.4,T40.6)",1188,1210,100,0.043047783039174,Underreported due to incomplete data
VA,VA,2017,October,"Opioids (T40.0-T40.4,T40.6)",1161,1180,100,0.046020694467125,Underreported due to incomplete data
VA,VA,2017,November,"Opioids (T40.0-T40.4,T40.6)",1169,1185,100,0.041547341712047,Underreported due to incomplete data
VA,VA,2017,December,"Opioids (T40.0-T40.4,T40.6)",1198,1203,100,0.032479995275637,Underreported due to incomplete data
VA,VA,2018,January,"Opioids (T40.0-T40.4,T40.6)",1180,1182,100,0.033711488288922,Underreported due to incomplete data
VA,VA,2018,February,"Opioids (T40.0-T40.4,T40.6)",1159,1167,100,0.040996808105655,Underreported due to incomplete data
VA,VA,2015,January,Percent with drugs specified,98.1230448383733,,100,0.037846532311477,
VA,VA,2015,February,Percent with drugs specified,98.0612244897959,,100,0.042256166270189,
VA,VA,2015,March,Percent with drugs specified,98.2438016528926,,100,0.043672208877936,
VA,VA,2015,April,Percent with drugs specified,98.1366459627329,,100,0.045079355209774,
VA,VA,2015,May,Percent with drugs specified,98.1500513874615,,100,0.041923512879835,
VA,VA,2015,June,Percent with drugs specified,98.1707317073171,,100,0.043441160499573,
VA,VA,2015,July,Percent with drugs specified,98.2581967213115,,100,0.044943820224719,
VA,VA,2015,August,Percent with drugs specified,98.3903420523139,,100,0.044719960523069,
VA,VA,2015,September,Percent with drugs specified,98.414271555996,,100,0.046132554205751,
VA,VA,2015,October,Percent with drugs specified,98.4251968503937,,100,0.041432648927355,
VA,VA,2015,November,Percent with drugs specified,98.2862903225807,,100,0.03533623192859,
