ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
42,PENNSYLVANIA,PA,42101,Philadelphia,42101025600,"Census Tract 256, Philadelphia County, Pennsylvania",0.33408826907,2619,249,1235,19,1113,80,77,75,147,87,55009,6358,195,98,671,141,301,128,343,127,85,70,1166,296,16,40,76,42,0,10,0,14,102,61,183,89,3.2,3.1,9.6,5.4,55009.0,6358.0,9.1,4.4,25.6,5.8,11.5,4.8,13.6,4.7,7.6,6.3,44.5,10.5,0.6,1.6,6.2,3.5,0.0,2.0,0.0,1.3,9.2,5.4,7.0,3.3,0.0992,0.8419,0.0667,0.5441,1.5519,0.3634,0.9162,0.0544,0.4574,0.5347,1.9627,0.4637,0.8211,0.49,1.3111,0.7029,0.6073,0.0,0.0,0.5827,0.9074,2.0974,0.4076,6.9231,0.4755,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,2,149,79,5.9,3.2,1384
42,PENNSYLVANIA,PA,42101,Philadelphia,42101025700,"Census Tract 257, Philadelphia County, Pennsylvania",0.288385761432,3928,347,2017,72,1909,103,331,126,168,87,40039,5185,185,91,640,112,614,167,392,146,71,53,2295,424,23,45,1027,145,0,10,37,36,352,113,56,45,8.4,3.2,7.2,3.6,40039.0,5185.0,6.2,3.0,16.3,3.0,15.6,4.0,10.0,3.8,3.7,2.8,58.4,9.5,0.6,1.2,50.9,7.0,0.0,1.2,1.9,1.9,18.4,5.9,1.4,1.1,0.4058,0.7145,0.2075,0.329,1.6568,0.3982,0.404,0.1485,0.1996,0.1839,0.936,0.0494,0.8699,0.49,1.3599,0.727,0.9822,0.0,0.7273,0.7921,0.6954,3.197,0.8757,7.1497,0.5188,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,378,305,9.6,7.5,1833
42,PENNSYLVANIA,PA,42101,Philadelphia,42101025800,"Census Tract 258, Philadelphia County, Pennsylvania",0.22653376544,1758,206,811,20,729,59,264,142,98,46,27924,2531,63,36,441,50,323,111,233,74,48,29,1684,210,0,40,116,40,0,10,18,19,64,32,0,10,15.0,8.7,10.9,5.4,27924.0,2531.0,4.9,2.7,25.1,3.3,18.4,5.9,13.3,4.2,6.6,4.0,95.8,4.1,0.0,2.5,14.3,5.0,0.0,3.0,2.5,2.7,8.8,4.3,0.0,0.6,0.683,0.8738,0.5772,0.238,2.372,0.6407,0.9065,0.3061,0.4346,0.4575,2.1047,0.5563,0.9715,0.0,0.9715,0.5059,0.803,0.0,0.7977,0.5711,0.0,2.1718,0.4399,7.62,0.5966,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,97,46,5.5,2.5,664
42,PENNSYLVANIA,PA,42101,Philadelphia,42101025900,"Census Tract 259, Philadelphia County, Pennsylvania",0.212131002534,4282,517,2239,36,1962,151,571,313,210,131,29312,4310,214,132,743,179,758,250,793,245,217,92,4225,519,19,49,131,101,0,10,0,14,573,193,0,10,13.3,6.9,9.7,5.7,29312.0,4310.0,6.8,4.2,17.4,3.9,17.7,5.4,18.5,5.7,11.1,4.6,98.7,2.3,0.5,1.2,5.9,4.5,0.0,1.1,0.0,0.7,29.2,9.1,0.0,0.2,0.6252,0.8444,0.5133,0.3793,2.3622,0.6375,0.4775,0.2511,0.7838,0.7439,2.2563,0.6502,0.9891,0.4462,1.4353,0.7649,0.5938,0.0,0.0,0.8889,0.0,1.4827,0.181,7.5365,0.5834,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,247,190,5.8,4.4,2413
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026000,"Census Tract 260, Philadelphia County, Pennsylvania",0.209820568166,3083,322,1286,23,1245,56,344,168,344,160,25412,3962,97,76,659,85,469,126,539,155,223,91,3043,325,8,40,10,20,0,10,10,19,160,85,8,12,11.2,5.4,22.3,9.8,25412.0,3962.0,4.1,3.2,21.4,3.3,15.2,3.8,17.5,5.6,17.9,7.3,98.7,2.3,0.3,1.4,0.8,1.6,0.0,1.9,0.8,1.6,12.9,7.0,0.3,0.4,0.5438,0.9853,0.6883,0.182,2.3994,0.6491,0.7614,0.1307,0.7412,0.9074,2.5407,0.8048,0.9891,0.349,1.3381,0.7148,0.2958,0.0,0.4737,0.701,0.4794,1.9499,0.3435,8.2281,0.6925,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,351,177,11.4,5.7,1484
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026100,"Census Tract 261, Philadelphia County, Pennsylvania",0.250720739128,3206,406,1532,28,1357,93,558,320,175,86,24398,3578,200,122,922,104,527,238,605,171,67,53,3090,427,31,62,173,97,0,10,0,14,243,96,8,8,17.4,9.4,13.0,6.0,24398.0,3578.0,8.0,4.9,28.8,4.2,16.4,7.1,18.9,4.8,4.9,4.0,96.4,5.3,1.0,2.0,11.3,6.3,0.0,1.6,0.0,1.0,17.9,6.7,0.2,0.2,0.7356,0.9177,0.729,0.4675,2.8498,0.7804,0.9568,0.1851,0.8076,0.3002,2.2497,0.6483,0.974,0.6079,1.5819,0.8355,0.7452,0.0,0.0,0.788,0.3959,1.9291,0.3347,8.6105,0.7455,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,205,124,6.4,3.7,1902
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026200,"Census Tract 262, Philadelphia County, Pennsylvania",0.214656495716,3880,463,1871,28,1709,94,394,208,112,63,32459,6720,273,124,1036,194,564,180,616,168,111,69,3790,469,9,41,7,15,0,10,0,14,325,125,0,10,10.2,5.5,5.7,3.4,32459.0,6720.0,8.7,4.0,26.7,6.0,14.5,4.3,15.9,4.4,6.5,4.1,97.7,3.3,0.2,1.1,0.4,0.8,0.0,1.3,0.0,0.8,19.0,7.1,0.0,0.3,0.5053,0.5751,0.3884,0.5175,1.9863,0.5141,0.9343,0.1073,0.6402,0.4484,2.1302,0.5785,0.9825,0.2952,1.2777,0.6901,0.2402,0.0,0.0,0.8015,0.0,1.0417,0.083,6.4359,0.3862,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,255,146,6.6,3.5,1362
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026301,"Census Tract 263.01, Philadelphia County, Pennsylvania",0.15688868668,3733,524,1668,34,1511,93,669,303,320,148,21411,2335,194,86,875,127,660,219,738,200,121,70,3687,525,9,41,0,14,0,10,20,29,401,117,4,9,17.9,7.9,16.8,6.2,21411.0,2335.0,7.2,3.2,23.4,4.2,17.7,5.3,19.8,5.7,8.0,4.7,98.8,2.3,0.3,1.2,0.0,0.8,0.0,1.5,1.3,2.0,26.5,7.4,0.1,0.2,0.7456,0.9599,0.8235,0.4065,2.9355,0.8055,0.8543,0.2511,0.8407,0.5644,2.5105,0.7894,0.9906,0.349,1.3396,0.7151,0.0,0.0,0.616,0.8738,0.3177,1.8075,0.2846,8.5931,0.7433,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,241,141,6.5,3.6,1517
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026302,"Census Tract 263.02, Philadelphia County, Pennsylvania",0.271859051424,5167,867,2183,87,1917,156,554,338,452,403,23056,2983,581,276,1111,145,996,413,834,211,280,136,5022,876,82,97,0,21,0,15,22,43,379,161,7,4,10.7,6.7,16.2,11.8,23056.0,2983.0,14.5,5.5,21.5,4.3,19.3,7.3,16.1,4.3,14.6,7.0,97.2,4.7,1.7,2.0,0.0,1.0,0.0,1.1,1.1,2.3,19.8,8.3,0.1,0.1,0.5244,0.9543,0.7772,0.7999,3.0558,0.834,0.7661,0.3849,0.6549,0.8493,2.6552,0.8573,0.979,0.727,1.706,0.8927,0.0,0.0,0.5654,0.8103,0.3177,1.6934,0.2464,9.1104,0.8113,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,704,484,13.6,8.1,2578
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026400,"Census Tract 264, Philadelphia County, Pennsylvania",0.307653409538,5510,725,2368,35,2202,134,402,196,618,328,30679,11038,356,140,1414,388,860,411,903,246,289,146,5491,725,0,60,28,35,0,15,0,21,361,202,5,4,7.3,4.0,21.6,9.5,30679.0,11038.0,9.0,3.4,25.7,7.1,15.6,7.2,16.4,3.9,13.1,6.6,99.7,1.1,0.0,1.1,1.2,1.5,0.0,1.0,0.0,1.0,16.4,9.2,0.1,0.1,0.3461,0.9834,0.4548,0.5356,2.3199,0.6234,0.9171,0.1485,0.678,0.8164,2.56,0.8157,0.9962,0.0,0.9962,0.5263,0.3327,0.0,0.0,0.7689,0.3177,1.4193,0.1637,7.2954,0.5426,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,210,165,3.8,3.0,3054
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026500,"Census Tract 265, Philadelphia County, Pennsylvania",0.210796634022,5237,607,1929,52,1621,126,951,357,317,162,18915,2715,466,166,780,217,1151,347,716,209,401,133,5152,610,0,60,37,60,0,15,56,38,457,142,11,17,18.3,6.2,12.9,6.2,18915.0,2715.0,14.7,4.8,14.9,3.9,22.0,6.1,13.7,4.1,24.7,8.0,98.4,2.4,0.0,1.2,1.9,3.2,0.0,1.3,3.5,2.4,28.2,8.6,0.2,0.3,0.7531,0.9161,0.8732,0.8043,3.3467,0.8875,0.3202,0.6357,0.4665,0.964,2.3864,0.7272,0.9872,0.0,0.9872,0.5178,0.3996,0.0,0.8834,0.8817,0.3959,2.5606,0.6296,9.2809,0.8257,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3,520,264,9.9,4.4,2509
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026600,"Census Tract 266, Philadelphia County, Pennsylvania",0.352417689316,6677,841,2665,135,2142,173,1520,601,700,307,20188,3242,576,266,1223,194,1415,318,1325,371,223,110,6674,841,124,142,85,93,0,15,31,54,328,140,5,7,22.9,8.7,22.1,7.4,20188.0,3242.0,12.7,5.9,18.3,2.9,21.2,3.9,19.8,6.0,10.4,5.1,100.0,0.0,1.9,2.2,3.2,3.5,0.0,0.9,1.4,2.5,15.3,6.5,0.1,0.1,0.8179,0.985,0.851,0.7386,3.3925,0.8979,0.5372,0.5629,0.8407,0.7083,2.6491,0.8548,0.9987,0.7536,1.7523,0.9124,0.4819,0.0,0.6357,0.753,0.3177,2.1883,0.4512,9.9822,0.8834,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,654,347,9.8,5.0,2731
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026700,"Census Tract 267, Philadelphia County, Pennsylvania",0.248756638254,6632,745,2900,84,2480,233,1819,732,781,332,21519,5844,685,236,1004,229,1647,463,1038,317,579,266,6608,745,0,60,90,83,0,15,0,21,895,274,5,4,27.4,10.9,22.7,9.0,21519.0,5844.0,17.0,5.5,15.1,3.5,24.8,6.4,15.7,4.2,23.3,10.5,99.6,1.1,0.0,1.0,3.1,2.9,0.0,0.9,0.0,0.9,36.1,9.7,0.1,0.1,0.8633,0.9872,0.8203,0.8615,3.5323,0.9223,0.3315,0.8118,0.6239,0.9572,2.7244,0.8867,0.9953,0.0,0.9953,0.5256,0.4775,0.0,0.0,0.9233,0.3177,1.7185,0.2564,8.9705,0.795,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,4,580,295,8.7,4.5,2657
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026800,"Census Tract 268, Philadelphia County, Pennsylvania",0.298946423336,4442,528,2122,73,1826,111,1047,462,85,88,24605,3937,467,125,914,192,822,261,747,233,176,86,4219,540,75,74,742,131,0,10,30,42,674,151,386,217,25.3,9.8,4.2,4.3,24605.0,3937.0,13.9,3.4,20.6,3.7,18.5,5.4,18.0,4.8,9.6,4.7,95.0,4.5,1.8,1.8,35.0,6.1,0.0,1.2,1.6,2.3,36.9,7.8,8.7,4.8,0.8426,0.3638,0.7205,0.7805,2.7074,0.745,0.7086,0.3136,0.7641,0.6698,2.4561,0.7628,0.9665,0.7405,1.707,0.894,0.9534,0.0,0.6767,0.9264,0.9209,3.4774,0.9368,10.3479,0.9091,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,3,4,463,162,11.2,3.8,4258
42,PENNSYLVANIA,PA,42101,Philadelphia,42101026900,"Census Tract 269, Philadelphia County, Pennsylvania",0.23733110787,2288,280,767,30,702,39,417,149,115,46,24738,3117,176,105,534,162,406,110,378,97,59,40,1908,303,62,56,126,40,0,10,33,26,200,54,349,161,21.5,7.0,10.7,3.9,24738.0,3117.0,10.4,5.6,23.3,5.4,17.7,4.3,19.4,4.5,8.4,5.8,83.4,8.5,2.8,2.5,16.4,5.2,0.0,3.2,4.7,3.8,28.5,7.4,15.3,6.8,0.8035,0.8688,0.7171,0.6263,3.0157,0.8246,0.8499,0.2511,0.8248,0.591,2.5168,0.7938,0.9259,0.8324,1.7583,0.9149,0.8352,0.0,0.9331,0.8848,0.9503,3.6034,0.9562,10.8942,0.9483,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,2,3,199,74,10.2,3.7,1479
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027000,"Census Tract 270, Philadelphia County, Pennsylvania",0.247960882032,2774,283,1001,36,941,49,385,142,164,64,28720,3624,225,119,395,50,581,131,537,118,116,47,2548,297,144,75,264,48,0,10,11,15,142,55,28,32,14.1,5.1,11.4,4.3,28720.0,3624.0,11.9,5.8,14.2,2.4,20.9,4.2,19.4,4.3,12.3,5.0,91.9,5.2,5.5,2.8,26.4,4.8,0.0,2.5,1.2,1.7,15.1,5.8,1.0,1.1,0.6514,0.8873,0.5415,0.7064,2.7866,0.7644,0.2792,0.5347,0.8248,0.7896,2.4283,0.7506,0.9543,0.9143,1.8686,0.9625,0.9162,0.0,0.5916,0.747,0.6567,2.9115,0.7837,9.995,0.8843,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1,3,287,126,10.3,4.0,1030
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027100,"Census Tract 271, Philadelphia County, Pennsylvania",0.14373805256,2798,205,968,39,915,50,357,147,270,93,23191,3224,474,136,504,93,549,102,444,136,99,48,2653,216,505,151,72,43,0,10,44,32,214,79,12,6,12.8,5.1,19.9,6.4,23191.0,3224.0,23.6,5.6,18.0,3.1,19.6,3.4,15.9,4.6,10.8,5.2,94.8,3.4,18.9,5.5,7.4,4.5,0.0,2.5,4.8,3.6,23.4,8.2,0.4,0.2,0.6079,0.9765,0.7684,0.9393,3.2921,0.8759,0.5178,0.4149,0.6402,0.728,2.3009,0.6802,0.9659,0.9856,1.9515,0.9959,0.6498,0.0,0.9362,0.8478,0.5244,2.9582,0.8049,10.5027,0.9213,0,1,0,1,2,0,0,0,0,0,1,1,2,0,0,1,0,0,1,5,312,139,11.2,4.9,1077
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027200,"Census Tract 272, Philadelphia County, Pennsylvania",0.262181404794,4939,498,1939,38,1823,89,788,301,321,153,22298,2613,372,179,533,117,1144,329,964,232,266,112,4617,537,128,93,164,98,0,10,52,49,273,89,65,76,16.0,5.8,12.1,5.3,22298.0,2613.0,11.6,5.6,10.8,2.5,23.2,6.2,19.5,5.0,14.6,6.1,93.5,5.4,2.9,2.1,8.5,5.1,0.0,1.3,2.9,2.7,15.0,4.8,1.3,1.5,0.7043,0.9001,0.7994,0.6904,3.0942,0.8393,0.1373,0.7233,0.8314,0.8493,2.5413,0.8054,0.9612,0.8365,1.7977,0.9318,0.6801,0.0,0.8396,0.7433,0.6873,2.9503,0.8006,10.3835,0.9116,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,469,245,9.5,4.6,1860
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027300,"Census Tract 273, Philadelphia County, Pennsylvania",0.362165992612,6268,776,2226,89,2073,111,1139,513,465,237,20611,4417,1133,306,512,229,1553,588,1021,314,256,139,5930,809,823,371,170,139,0,15,48,59,618,204,0,15,18.7,8.1,14.9,7.1,20611.0,4417.0,26.6,7.0,8.2,4.2,24.8,8.9,16.3,5.2,12.3,6.7,94.6,5.4,13.9,6.1,7.6,6.2,0.0,1.1,2.3,2.9,29.8,9.4,0.0,0.2,0.7591,0.9443,0.8401,0.9603,3.5038,0.9164,0.0604,0.8118,0.6677,0.7896,2.3295,0.6946,0.9644,0.9719,1.9363,0.9912,0.6545,0.0,0.7761,0.891,0.0,2.3216,0.5163,10.0912,0.8906,0,1,0,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4,714,247,11.4,3.9,3848
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027401,"Census Tract 274.01, Philadelphia County, Pennsylvania",0.126123693218,3294,477,1205,52,1108,89,551,281,291,202,18725,3494,734,267,466,125,341,156,753,264,108,91,3068,498,763,276,0,14,0,10,59,63,240,92,12,14,16.7,8.4,15.4,9.9,18725.0,3494.0,30.4,9.8,14.1,3.8,10.4,4.5,22.9,7.1,9.7,8.2,93.1,6.9,23.6,7.8,0.0,1.2,0.0,2.1,5.3,5.7,21.7,8.0,0.4,0.4,0.7209,0.9483,0.877,0.9725,3.5187,0.9195,0.2745,0.045,0.929,0.6745,1.923,0.4418,0.9597,0.995,1.9547,0.9972,0.0,0.0,0.9512,0.8297,0.5244,2.3053,0.5072,9.7017,0.8624,0,1,0,1,2,0,0,1,0,1,1,1,2,0,0,1,0,0,1,6,421,208,12.8,6.1,2604
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027402,"Census Tract 274.02, Philadelphia County, Pennsylvania",0.19743711872,7113,920,2451,115,2288,157,1811,776,493,328,18095,2475,1037,465,520,192,1862,550,1441,542,591,245,6743,949,535,334,0,21,0,15,21,30,496,204,5,4,25.5,9.3,13.3,8.5,18095.0,2475.0,24.2,9.3,7.3,2.6,26.2,7.0,20.3,6.5,25.8,10.6,94.8,5.3,7.8,4.8,0.0,0.9,0.0,1.0,0.9,1.3,21.7,8.6,0.1,0.1,0.8461,0.9236,0.8883,0.9447,3.6027,0.9336,0.0435,0.8715,0.8598,0.9697,2.7445,0.8933,0.9659,0.9384,1.9043,0.9803,0.0,0.0,0.505,0.8297,0.3177,1.6524,0.232,9.9039,0.8771,0,1,0,1,2,0,0,0,1,1,1,1,2,0,0,0,0,0,0,5,935,424,13.1,5.7,2532
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027500,"Census Tract 275, Philadelphia County, Pennsylvania",0.23429634615,5135,616,1756,31,1615,85,1124,536,355,126,19039,2733,519,136,395,79,1616,429,764,218,375,115,4911,624,218,108,0,21,7,11,43,53,378,133,5,8,21.9,9.4,13.9,4.4,19039.0,2733.0,17.9,4.6,7.7,1.8,31.5,7.5,14.9,3.7,23.2,7.0,95.6,4.1,4.7,2.3,0.0,1.2,0.4,0.6,2.7,3.3,23.4,7.8,0.1,0.2,0.8076,0.9339,0.8717,0.874,3.4872,0.9145,0.0519,0.9622,0.5566,0.9562,2.5269,0.7966,0.9709,0.8981,1.869,0.9628,0.0,0.4778,0.8205,0.8478,0.3177,2.4638,0.5839,10.3469,0.9085,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,0,0,0,0,4,415,216,8.1,4.0,2175
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027600,"Census Tract 276, Philadelphia County, Pennsylvania",0.256184082428,3685,468,1847,45,1507,102,691,279,228,114,19270,2865,380,155,431,70,877,213,514,126,247,92,3651,469,34,60,365,99,0,10,58,55,708,139,5,4,18.8,7.6,12.2,5.7,19270.0,2865.0,15.7,5.5,11.7,2.4,23.8,4.9,13.9,3.5,16.4,6.0,99.1,1.9,1.0,1.8,19.8,5.4,0.0,1.3,3.8,3.7,47.0,8.7,0.1,0.1,0.761,0.9026,0.8685,0.8315,3.3636,0.8922,0.167,0.7567,0.4781,0.884,2.2858,0.6705,0.9925,0.6079,1.6004,0.8458,0.8702,0.0,0.9015,0.9668,0.3177,3.0562,0.8391,10.306,0.9056,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2,4,435,193,11.8,5.0,2099
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027700,"Census Tract 277, Philadelphia County, Pennsylvania",0.209701262648,4792,727,2382,44,1963,133,1567,566,560,276,19582,4779,838,227,1080,164,1038,428,805,211,268,153,4732,728,241,135,522,142,0,10,23,33,806,203,15,10,32.7,10.0,24.4,10.4,19582.0,4779.0,25.6,7.0,22.5,4.2,21.7,8.3,16.8,4.9,13.7,7.8,98.7,2.7,5.2,2.8,21.9,6.0,0.0,1.0,1.2,1.7,41.1,9.9,0.3,0.2,0.9058,0.9897,0.8607,0.9525,3.7087,0.9552,0.8183,0.6094,0.7024,0.8321,2.9622,0.9646,0.9891,0.9087,1.8978,0.9769,0.8874,0.0,0.5916,0.9468,0.4794,2.9052,0.7802,11.4739,0.9771,1,1,0,1,3,0,0,0,0,0,1,1,2,0,0,0,1,0,1,6,514,393,10.7,7.5,2616
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027800,"Census Tract 278, Philadelphia County, Pennsylvania",0.279918930674,4582,573,2199,82,1827,149,1266,516,267,152,23385,6190,548,193,829,174,1152,381,702,175,267,132,4518,574,143,165,295,100,0,10,32,41,919,172,17,14,27.6,10.1,12.4,6.8,23385.0,6190.0,17.9,5.9,18.1,4.2,25.1,7.7,15.3,3.4,14.6,7.1,98.6,2.3,3.4,3.9,13.4,4.5,0.0,1.1,1.8,2.3,50.3,7.6,0.4,0.3,0.8658,0.9067,0.7615,0.874,3.408,0.9016,0.526,0.8302,0.5939,0.8493,2.7994,0.914,0.9884,0.8599,1.8483,0.9543,0.7889,0.0,0.7101,0.9778,0.5244,3.0012,0.8206,11.0569,0.9574,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,458,208,10.0,4.2,4022
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027901,"Census Tract 279.01, Philadelphia County, Pennsylvania",0.16053348956,4155,601,1671,61,1396,105,915,300,202,133,19233,2964,357,137,591,119,951,373,689,170,139,69,4018,613,22,52,0,14,0,10,70,49,520,137,15,16,22.0,7.9,9.5,5.4,19233.0,2964.0,12.5,4.7,14.2,3.1,22.9,8.3,16.6,4.2,10.0,4.9,96.7,4.8,0.6,1.4,0.0,0.8,0.0,1.5,5.0,3.5,37.2,9.4,0.4,0.4,0.8091,0.8369,0.8695,0.7305,3.246,0.864,0.2792,0.7026,0.689,0.6929,2.3637,0.7125,0.9753,0.49,1.4653,0.7792,0.0,0.0,0.944,0.9277,0.5244,2.3961,0.5488,9.4711,0.8417,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,2,3,402,151,9.7,3.6,2130
42,PENNSYLVANIA,PA,42101,Philadelphia,42101027902,"Census Tract 279.02, Philadelphia County, Pennsylvania",0.34354776807,4095,380,1064,42,881,73,959,273,194,91,12930,3018,202,81,382,84,460,157,543,129,148,62,2617,473,41,53,211,64,0,10,0,14,378,77,1758,276,41.0,9.8,12.4,5.7,12930.0,3018.0,13.2,4.6,9.3,2.2,11.2,3.7,13.3,3.2,16.8,7.0,63.9,9.9,1.0,1.3,19.8,6.0,0.0,2.3,0.0,1.6,42.9,8.0,42.9,5.4,0.9487,0.9067,0.9678,0.7545,3.5777,0.9298,0.0869,0.0513,0.4346,0.8887,1.4615,0.1777,0.8809,0.6079,1.4888,0.7914,0.8702,0.0,0.0,0.954,0.9834,2.8076,0.7426,9.3356,0.8326,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,5,305,154,7.4,3.9,5864
42,PENNSYLVANIA,PA,42101,Philadelphia,42101028000,"Census Tract 280, Philadelphia County, Pennsylvania",0.277354827292,4232,510,1882,70,1647,112,1421,465,310,105,15933,2500,523,171,684,134,996,294,999,253,266,117,4209,510,2,38,180,70,0,10,17,29,696,130,15,7,33.8,9.5,20.8,5.9,15933.0,2500.0,18.5,5.6,16.2,3.5,23.5,6.3,23.6,5.8,16.2,7.0,99.5,1.3,0.0,1.0,9.6,3.7,0.0,1.3,1.0,1.8,42.3,7.2,0.4,0.2,0.9133,0.9787,0.9252,0.8827,3.6999,0.9527,0.3984,0.7386,0.939,0.879,2.955,0.9634,0.9944,0.0,0.9944,0.5238,0.7114,0.0,0.5369,0.9515,0.5244,2.7242,0.7051,10.3735,0.9103,1,1,1,0,3,0,0,1,0,1,1,0,1,0,0,0,1,0,1,6,407,193,9.6,4.1,1883
42,PENNSYLVANIA,PA,42101,Philadelphia,42101028100,"Census Tract 281, Philadelphia County, Pennsylvania",0.194418187182,4792,526,1495,59,1436,78,1274,503,307,135,19738,4394,489,165,532,95,1303,365,751,197,300,106,4697,530,56,74,61,51,0,10,66,61,609,146,67,32,26.6,9.5,13.0,5.9,19738.0,4394.0,16.5,5.4,11.1,2.4,27.2,7.0,15.7,4.2,20.9,7.3,98.0,2.6,1.3,1.7,4.1,3.5,0.0,1.7,4.6,4.3,42.4,9.6,1.4,0.6,0.8545,0.9177,0.8585,0.8505,3.4812,0.9126,0.1448,0.9003,0.6239,0.9371,2.6061,0.836,0.9841,0.671,1.6551,0.8693,0.5206,0.0,0.9309,0.9518,0.6954,3.0987,0.8482,10.8411,0.9445,0,1,0,0,1,0,1,0,1,2,1,0,1,0,0,1,1,0,2,6,428,169,8.9,3.4,2401
