Gene	logFC	SE	CI_lower	CI_upper	df	P.Value	qval	rank
C1QTNF12	0.0157414151946656	0.0770044931203639	-0.13518461796901	0.166667448358341	1	0.838023712227177	0.894742745203636	18912
TRPM4	0.0415539691466088	0.203408947846212	-0.357120242765152	0.44022818105837	1	0.838128592798395	0.894807410024068	18913
WDR83OS	0.0167468284590105	0.0820069642094576	-0.143983867872992	0.177477524791013	1	0.838187621969218	0.894823118473218	18914
ZSCAN16-AS1	-0.0431132216690567	0.211407783251483	-0.457464862893413	0.371238419555299	1	0.83840512399833	0.895007997027454	18915
CNOT6	-0.0387976245670891	0.190337948340765	-0.411853148206233	0.334257899072055	1	0.838482076077345	0.895042825129718	18916
LRCH4	-0.0487776505722475	0.239460912077686	-0.518112413949625	0.42055711280513	1	0.838589695454023	0.895110383813905	18917
STKLD1	0.0192454330724975	0.0945329984345023	-0.166035839209708	0.204526705354703	1	0.838678373243003	0.895157718179655	18918
ANAPC4	0.0571166012668617	0.280772321470928	-0.493187036671859	0.607420239205583	1	0.838801492254721	0.895241806205789	18919
CFAP100	0.0260448672611891	0.128187488199196	-0.225197992877888	0.277287727400267	1	0.838995969944703	0.895402041497011	18920
HGD	-0.0366198356403784	0.180315911240725	-0.390032527511721	0.316792856230965	1	0.839066953724062	0.895427205702919	18921
SHF	0.0132760652592681	0.065388294982873	-0.114882637917644	0.14143476843618	1	0.839108240209521	0.895427205702919	18922
PLEKHM2	0.0473412238055971	0.233537896627687	-0.410384642609907	0.505067090221101	1	0.839359173614728	0.895585928583371	18923
GLI3	-0.0303771086703382	0.14987282209903	-0.324122442245815	0.263368224905139	1	0.839380540234106	0.895585928583371	18924
SNORA21	-0.0200257713421812	0.0988079175529673	-0.2136857311334	0.173634188449038	1	0.839390040532899	0.895585928583371	18925
THRA	-0.0958324282581725	0.473058163471267	-1.02300939125452	0.831344534738172	1	0.83946281874586	0.895609470863685	18926
PAPOLG	-0.0668783593010981	0.3302112598198	-0.714080535837505	0.580323817235309	1	0.839500814928534	0.895609470863685	18927
ZSCAN5A	0.0409312646027093	0.202525013479658	-0.356010467785909	0.437872996991328	1	0.839834844624879	0.895918490208451	18928
ROS1	0.0244212193402447	0.121004344846054	-0.212742938530886	0.261585377211375	1	0.840056654301537	0.896107769224821	18929
ZNHIT2	-0.025446300063818	0.126133742210131	-0.272663892030935	0.221771291903299	1	0.840119500881676	0.896117527667416	18930
LINC00858	-0.00969081130190296	0.0480595179534996	-0.103885735605118	0.0845041130013124	1	0.840196706220133	0.896117527667416	18931
HOXC5	0.028283599556428	0.140301237797436	-0.246701773512937	0.303268972625793	1	0.84023574211011	0.896117527667416	18932
KRT10	-0.0232286907717158	0.115242033433946	-0.24909892580741	0.202641544263979	1	0.840257282369472	0.896117527667416	18933
QRFPR	0.0215947837097253	0.107156587977467	-0.188428269432307	0.231617836851758	1	0.840287701508263	0.896117527667416	18934
PRRG3	0.0389025181174847	0.193652326245037	-0.340649066845189	0.418454103080159	1	0.840785789249935	0.896601354979387	18935
SPATA25	0.0161538609383936	0.0804559957705876	-0.141536993112265	0.173844714989052	1	0.840871514714451	0.89663622812893	18936
KLHL13	-0.0188296928081862	0.093804638788925	-0.202683406417268	0.165024020800896	1	0.840907302499879	0.89663622812893	18937
APCDD1L-AS1	0.0200953080541127	0.1002333078329	-0.176358365349687	0.216548981457913	1	0.841101028057236	0.896755031296903	18938
LDB2	0.0253528576914291	0.126462675186858	-0.222509431063399	0.273215146446257	1	0.841107544459789	0.896755031296903	18939
HS3ST4	0.0273527233034573	0.136482736124604	-0.240148524012249	0.294853970619164	1	0.841158689270152	0.896762209806911	18940
ATAD3C	-0.037773891744845	0.188587178498642	-0.40739796954821	0.33185018605852	1	0.841246460616497	0.896808433175033	18941
IL37	0.0171416909542645	0.0856385346961059	-0.150706752738887	0.184990134647416	1	0.841352875583208	0.896874525592659	18942
SLC44A5	-0.0131065433693838	0.065514884547129	-0.141513357533056	0.115300270794289	1	0.841438006658698	0.896914719993278	18943
ZNF546	-0.0188606294146834	0.0943201503954998	-0.203724727206264	0.166003468376897	1	0.841508778909084	0.896914719993278	18944
EPHA8	0.0240704710416022	0.120385648743583	-0.211881064751309	0.260022006834514	1	0.841523839652964	0.896914719993278	18945
PDCD7	-0.0824885468301348	0.412807263188754	-0.89157591523664	0.726598821576371	1	0.84161870750337	0.896968486324715	18946
LOC101927157	-0.0274393172206878	0.137462775792249	-0.2968614069884	0.241982772547024	1	0.841783486577564	0.897080139333994	18947
WDR87	0.0101684716080716	0.0509504140554871	-0.0896925049380864	0.11002944815423	1	0.841812325678512	0.897080139333994	18948
SLC22A23	-0.137473190707858	0.689076788859156	-1.48803887945431	1.2130924980386	1	0.841868951682002	0.897093138021161	18949
C3orf20	-0.0324416449298929	0.162670960868569	-0.351270869562813	0.286387579703027	1	0.841925552743084	0.897101635507452	18950
HECTD3	-0.0128582892857808	0.0644914850969825	-0.139259277385368	0.113542698813807	1	0.841965783206306	0.897101635507452	18951
CTDSP1	0.026309513218938	0.132020246186707	-0.232445414537119	0.285064440974995	1	0.842040650724707	0.897134066031727	18952
JAM3	-0.0561127022063375	0.281732918025789	-0.608299074796259	0.496073670383585	1	0.842129885400476	0.897181799504374	18953
PIP5K1A	-0.0519200405908037	0.260815543734444	-0.563109112918546	0.459269031736939	1	0.842209516753706	0.897219297366826	18954
TIA1	0.0857678088069201	0.431243281273306	-0.759453491063635	0.930989108677475	1	0.842352723683332	0.897306512437368	18955
SYT3	-0.0102759507854286	0.0516769556836597	-0.111560922756074	0.0910090211852169	1	0.842380261973195	0.897306512437368	18956
LOC440570	0.00976474267275912	0.0491373215798909	-0.0865426379205899	0.106072123266108	1	0.842479006102845	0.897364355711803	18957
TSTD2	-0.00843006306506508	0.0424638710884903	-0.0916577210426578	0.0747975949125276	1	0.842635744343008	0.897483961903894	18958
SBSPON	0.0193940302983112	0.0978710745303133	-0.172429750909338	0.211217811505961	1	0.842920696262909	0.897689900947541	18959
ASPN	-0.0454250074226479	0.229258819204017	-0.494764036200701	0.403914021355405	1	0.842936672987946	0.897689900947541	18960
L3MBTL4	-0.00941005991635483	0.0475002300701598	-0.102508800111234	0.0836886802785248	1	0.842962470872936	0.897689900947541	18961
GXYLT1	-0.0874403320789374	0.442034690633139	-0.953812405637194	0.778931741479319	1	0.843191155455401	0.89781111548838	18962
SMG8	0.0436477031946755	0.22066979317105	-0.388857143896485	0.476152550285836	1	0.843204318532001	0.89781111548838	18963
COMTD1	0.025689748113945	0.129884223737515	-0.228878652571526	0.280258148799416	1	0.843209686713631	0.89781111548838	18964
C5orf46	-0.012524420575047	0.0634168170475554	-0.136819098002421	0.111770256852327	1	0.843441226648277	0.898000211704446	18965
LMNA	0.0513530685334558	0.260082766732914	-0.458399787262589	0.5611059243295	1	0.843476228961298	0.898000211704446	18966
PPP1R13L	0.0117496337322749	0.0595555193551812	-0.104977039284458	0.128476306749008	1	0.843601585649011	0.898086319261077	18967
AGPAT1	0.0318947531819811	0.16177866793007	-0.285185609427821	0.348975115791783	1	0.843709727302236	0.898154091822371	18968
RPIA	-0.0273475711109258	0.138835550049627	-0.299460248982002	0.244765106760151	1	0.843844629191971	0.898236921461251	18969
KIR2DL4	0.0360761793664022	0.183186000365649	-0.32296178382221	0.395114142555015	1	0.84387650555269	0.898236921461251	18970
TRIM11	0.0706314359560752	0.358762936092206	-0.632530997772493	0.773793869684644	1	0.843925395165879	0.898241609782796	18971
UST-AS1	0.0133723971705564	0.0679613375676771	-0.11982937680326	0.146574171144372	1	0.844011619100776	0.898286032726274	18972
ORC3	0.0844240173400234	0.429813026427266	-0.75799403454358	0.926842069223627	1	0.844281183597216	0.898525571032255	18973
SPATS2L	0.0244820276108391	0.124698842058255	-0.219923211737188	0.268887266958866	1	0.844352484536565	0.898554093378429	18974
SUGT1P1	0.0271195731228147	0.138209159150075	-0.243765401144896	0.298004547390526	1	0.844437001058612	0.898596675909117	18975
ANKRD39	-0.0535376584242701	0.272925891473357	-0.588462576160538	0.481387259311997	1	0.844483456682457	0.898598754075262	18976
THBD	0.0665409112295597	0.339515402294448	-0.598897049464185	0.731978871923305	1	0.844619635548952	0.898696299784183	18977
IQGAP2	-0.0744427433728272	0.380268239817538	-0.819754797879642	0.670869311133987	1	0.844795070469105	0.898835602429769	18978
ADI1	0.046200127988698	0.236096535482137	-0.416540578430973	0.508940834408369	1	0.844858126637165	0.8988429860236	18979
RBM45	0.0155274598261954	0.0793670392481094	-0.140029078659676	0.171083998312067	1	0.844891039754751	0.8988429860236	18980
DAB2IP	0.0216115077097441	0.110533137452213	-0.195029460794808	0.238252476214296	1	0.844985395730965	0.898896007091283	18981
MED28	0.150813782923533	0.771605823391432	-1.36150584118505	1.66313340703211	1	0.84503720257626	0.898903761164252	18982
C3orf30	0.00997841905772828	0.0510872547913891	-0.0901507604024157	0.110107598517872	1	0.845141575845212	0.898967428723938	18983
LRP2	0.0202254423047415	0.103596297925148	-0.18281957056023	0.223270455169713	1	0.845210347311339	0.898993222340421	18984
KLHL40	0.0245948292045582	0.126217972433113	-0.222787850966012	0.271977509375128	1	0.845502579664073	0.899256680989042	18985
MED31	0.128042154057637	0.657612395539637	-1.16085445698716	1.41693876510243	1	0.845621834712083	0.899336146977056	18986
GNGT1	0.011118468558062	0.0571952412570143	-0.100982144392765	0.123219081508889	1	0.845866609680848	0.899549090571216	18987
CRNN	0.00976509539007163	0.0503644595140882	-0.0889474313583669	0.10847762213851	1	0.846263097060196	0.899831810254148	18988
FBXW11	0.0278237792269263	0.143506795484715	-0.25344437145987	0.309091929913723	1	0.846266124522505	0.899831810254148	18989
FCRL5	0.0321453887020156	0.165851947511129	-0.292918455185624	0.357209232589655	1	0.846316995083534	0.899831810254148	18990
ISM1-AS1	-0.0284309560418959	0.146716747704717	-0.315990497471991	0.2591285853882	1	0.846347162243624	0.899831810254148	18991
LINC01667	0.0260247756575276	0.134306937410388	-0.237211984540707	0.289261535855763	1	0.846355276364242	0.899831810254148	18992
CYP2B7P	0.0251491159297865	0.129840931452072	-0.229334433435408	0.279632665294981	1	0.846417259928677	0.89985032972568	18993
DNAJC15	0.118072808430864	0.609776753839968	-1.07706766770522	1.31321328456695	1	0.846463377315227	0.899851980349009	18994
LINC00700	0.0230506993115193	0.119110552474546	-0.210401693717258	0.256503092340297	1	0.846548948939393	0.899895571307409	18995
ANKRD18B	-0.0291110350535778	0.15077345479151	-0.324621576269615	0.26639950616246	1	0.846897892573254	0.900219111751903	18996
LINC02099	-0.0367137470328349	0.190290052956577	-0.409675397443945	0.336247903378275	1	0.847009315575387	0.900290156345645	18997
SYPL1	-0.0462915506873573	0.240166228010287	-0.517008707890355	0.424425606515641	1	0.847156360430947	0.900399054101573	18998
SORBS1	-0.0326653084567761	0.169975335934285	-0.365810845148072	0.30048022823452	1	0.847603753498478	0.900827148304714	18999
PDE7A	0.221162746814731	1.15146238776004	-2.03566206274744	2.4779875563769	1	0.847686444664012	0.90086761529767	19000
DNAJC28	-0.00907607297211863	0.0472702842207552	-0.101724127583771	0.0835719816395336	1	0.847739249143118	0.90087631801999	19001
RALA	0.119545598448718	0.623785752530263	-1.10305201057981	1.34214320747725	1	0.84802006747276	0.901127313041257	19002
TEX13A	0.0116191339305671	0.0608611066375569	-0.107666443138296	0.13090471099943	1	0.84859430235572	0.901664658741098	19003
FAM83C	-0.0271348006705617	0.142180073405472	-0.305802623864547	0.251533022523424	1	0.848644581905897	0.901664658741098	19004
CLDN23	-0.0633554344389939	0.332001395571594	-0.714066212576353	0.587355343698366	1	0.848659708764588	0.901664658741098	19005
FAM167A	-0.0261502042243484	0.137145093493222	-0.294949648127442	0.242649239678745	1	0.848779863521364	0.901744870263253	19006
SPRED3	0.043016056248541	0.226333779535503	-0.400590000125874	0.486622112622956	1	0.849265375053859	0.902213208454123	19007
AFF1	-0.0600003530709628	0.315947574661415	-0.679246220410117	0.559245514268191	1	0.849382758573418	0.902253370618319	19008
NPY6R	-0.0276206645606151	0.145453411691492	-0.312704112904416	0.257462783783186	1	0.849392547646772	0.902253370618319	19009
ZNF324B	-0.0201778816834109	0.106310170683964	-0.228541987414286	0.188186224047464	1	0.849464298436531	0.90228212067493	19010
MGAT3	0.0315708971130478	0.166762833680975	-0.295278250861507	0.358420045087602	1	0.849845040785967	0.902639054418507	19011
PRAMEF12	0.0217117055436268	0.114939846718322	-0.203566254412838	0.246989665500092	1	0.850174135986819	0.902941097930037	19012
RNF25	0.021592126669506	0.114353052126457	-0.202535737020582	0.245719990359594	1	0.850234010074452	0.902957194100001	19013
STIM1	-0.0263624260327609	0.13968048337495	-0.300131142790808	0.247406290725287	1	0.850301472425599	0.902976147561072	19014
LOC101928565	0.0308545025618958	0.163525631048241	-0.289649844841842	0.351358849965633	1	0.850341295853496	0.902976147561072	19015
GALP	-0.0110289349266098	0.0585626183074755	-0.125809557649628	0.103751687796408	1	0.850620150976708	0.903194944971227	19016
IGSF11-AS1	0.00690715908250601	0.0366805089771819	-0.0649853174473686	0.0787996356123806	1	0.850636800144504	0.903194944971227	19017
LOC389199	-0.0171420584109853	0.0910936717699426	-0.195682374299586	0.161398257477615	1	0.850735109011034	0.903214448222482	19018
HCG9	0.0275984171556371	0.146702903909167	-0.259933990933771	0.315130825245045	1	0.850779019901639	0.903214448222482	19019
KRTAP19-3	0.0129753474510418	0.0689769507049001	-0.122216991693957	0.148167686596041	1	0.850789362380725	0.903214448222482	19020
LOC100132686	-0.0572853276472058	0.30483038363236	-0.654741900960159	0.540171245665748	1	0.850935244627113	0.903292279432663	19021
FAM57B	0.0662327906983964	0.352482641692556	-0.624620492194549	0.757086073591342	1	0.850952146363318	0.903292279432663	19022
PCGF6	-0.0400740998072664	0.213803639899505	-0.459121533773867	0.378973334159334	1	0.85132026279103	0.903635533106054	19023
NRP2	0.0433432490708369	0.23140271857703	-0.4101977452648	0.496884243406473	1	0.851420273508268	0.903694184329213	19024
DIS3	0.070036108934781	0.374236892059368	-0.663454721187784	0.803526939057347	1	0.85154789810349	0.903782137109365	19025
ARFGAP1	-0.0252196151309187	0.134996361832831	-0.289807622367205	0.239368392105367	1	0.851804118648918	0.904006557540153	19026
HAGHL	-0.021518219562668	0.115260910421979	-0.247425452815043	0.204389013689707	1	0.851902607312333	0.90406356476852	19027
ALDOAP2	0.0114956704794563	0.0616478884271322	-0.109331970560666	0.132323311519579	1	0.852073802287614	0.904197719980634	19028
EFNA5	-0.0496548204544652	0.266586367944564	-0.572154500395154	0.472844859486224	1	0.852239569152149	0.904276504086132	19029
TMEM127	-0.0242759953430831	0.130367295601729	-0.279791199484359	0.231239208798192	1	0.852278270324373	0.904276504086132	19030
PRPH2	0.0248584447176502	0.133498945783361	-0.236794680991803	0.286511570427103	1	0.85228239645717	0.904276504086132	19031
MYLK-AS1	0.0321930618004403	0.173194020781795	-0.307260981269559	0.37164710487044	1	0.852539965865532	0.904502258867004	19032
SLC35F1	0.010516756138951	0.0566941553524985	-0.100601746485865	0.121635258763767	1	0.852837014158385	0.90476987284643	19033
ZDBF2	0.0174940019772599	0.0944207052048061	-0.167567179619034	0.202555183573553	1	0.853011636008603	0.904907584022576	19034
LSAMP-AS1	-0.00976163709612087	0.0527550287977839	-0.113159593543151	0.0936363193509089	1	0.853199942989187	0.90505979767994	19035
YES1	-0.0281849874912761	0.15273697327557	-0.32754395421905	0.271173979236497	1	0.85359546669855	0.905431795733196	19036
IRF2BPL	0.0350448914816707	0.190066957752895	-0.337479500365099	0.40756928332844	1	0.853713931306587	0.905509886060966	19037
FAHD1	-0.0508880078806868	0.276331240018712	-0.592487286120656	0.490711270359282	1	0.853891212123372	0.905650349574279	19038
LOC101928730	0.00906123574869021	0.049281814599322	-0.0875293459587612	0.105651817456142	1	0.854118806923346	0.905844159325396	19039
PCDH7	0.0220906365965775	0.120353052301445	-0.21379701134372	0.257978284536875	1	0.854367573886745	0.906060401886615	19040
BMP8A	-0.024439722351105	0.133329264341599	-0.28576027854586	0.23688083384365	1	0.854559879233695	0.90620522163419	19041
TP53TG5	0.011783865270019	0.0643012920251722	-0.114244351258711	0.137812081798749	1	0.854593890172258	0.90620522163419	19042
PHF11	0.064846931242385	0.354010407174417	-0.629000716971831	0.758694579456601	1	0.854658327213322	0.90622595930743	19043
UBE2G1	0.0538824853105458	0.294901330860804	-0.524113502169561	0.631878472790652	1	0.855022740141361	0.906523186544121	19044
PSAPL1	-0.00963014479720213	0.0527083196021055	-0.112936552902955	0.0936762633085511	1	0.85502843144477	0.906523186544121	19045
OR10H1	0.0111562795687461	0.0613680690928119	-0.109122925653931	0.131435484791423	1	0.855745252552807	0.90723554234728	19046
DEFB132	0.00911490036080036	0.0501686173323588	-0.0892137827647949	0.107443583486396	1	0.855829701767875	0.907277436766784	19047
EP400NL	-0.0613384066971067	0.33774473227195	-0.72330591791825	0.600629104524037	1	0.855887439083751	0.90729101060369	19048
RNF114	-0.0977016791075229	0.538297165709478	-1.15274473687809	0.957341378663043	1	0.855974049065072	0.907335188131762	19049
TMEM105	0.0259547727097085	0.143097006153218	-0.254510205646104	0.306419751065521	1	0.856070206202685	0.907389480506279	19050
AFF4	0.0587080322619682	0.324497001319461	-0.577294403415422	0.694710467939358	1	0.856430286032847	0.907723496697037	19051
C2orf15	-0.0195236497711238	0.107980208475585	-0.231160969426396	0.192113669884149	1	0.856518543490921	0.907769390624012	19052
ATL1	-0.0230516866755193	0.127728883975497	-0.273395699052988	0.227292325701949	1	0.856780807981405	0.907999689012782	19053
RPP25	-0.0587897731719603	0.325881189370154	-0.69750516757654	0.579925621232619	1	0.856836611305138	0.908011171170009	19054
SLC12A4	0.0215312583849163	0.119478626721963	-0.212642546912436	0.255705063682268	1	0.856987609118757	0.908123526807974	19055
FOXRED2	-0.0458875386995775	0.254777768519294	-0.545242789058876	0.453467711659721	1	0.857067707139681	0.908133420852959	19056
OR4D1	0.0243958144371994	0.135469344593682	-0.241119221975663	0.289910850850062	1	0.857086895859491	0.908133420852959	19057
SLAIN2	-0.0543643706501182	0.302183926316493	-0.64663398293735	0.537905241637114	1	0.857227224156576	0.908175890418069	19058
PTGFRN	0.0281055852217674	0.156250977543578	-0.278140703312822	0.334351873756357	1	0.857251000445653	0.908175890418069	19059
OR8G2P	-0.0205529587556938	0.114271521809884	-0.24452102596165	0.203415108450263	1	0.857261909239718	0.908175890418069	19060
CHADL	0.0127492730491986	0.0709899906495052	-0.126388551886667	0.151887097985064	1	0.85747245820501	0.908234215152241	19061
CPQ	0.0483988726584832	0.269564576644279	-0.47993798907209	0.576735734389057	1	0.857510075551425	0.908234215152241	19062
RAD23A	-0.0251970327597438	0.140399574664898	-0.300375142547686	0.249981077028199	1	0.857571349517846	0.908234215152241	19063
BET1	0.0695021331235178	0.387275540007034	-0.68954397738357	0.828548243630605	1	0.857573147843666	0.908234215152241	19064
ZDHHC1	0.0148062527757813	0.0825055296458164	-0.14690161385542	0.176514119406983	1	0.85757832681214	0.908234215152241	19065
WDR27	-0.0433011830016424	0.241303660906639	-0.516247667716321	0.429645301713036	1	0.857586843606014	0.908234215152241	19066
PRELID3B	-0.0116037579390269	0.0647022125586041	-0.138417764273946	0.115210248395892	1	0.857669974313412	0.90825668343492	19067
RNPEPL1	-0.0475668597441507	0.265306934515949	-0.567558896244137	0.472425176755836	1	0.857710059279006	0.90825668343492	19068
LOC100996549	0.00866518356015064	0.0483531823666751	-0.0861053124164298	0.103435679536731	1	0.857775901345369	0.90825668343492	19069
C5orf66-AS1	0.00996692448277486	0.0556218916371416	-0.0990499798780123	0.118983828843562	1	0.857787983018221	0.90825668343492	19070
CXCL10	0.0291461508080245	0.162909385901253	-0.290150378301968	0.348442679918017	1	0.858008213596361	0.908363296018929	19071
LOC100287387	0.0135480738905434	0.0757302088718277	-0.134880408039934	0.161976555821021	1	0.858016849845241	0.908363296018929	19072
LOC101929592	0.0330487439669956	0.184765319137029	-0.32908462713363	0.395182115067621	1	0.858040751184937	0.908363296018929	19073
LOC105376100	0.00748244729980902	0.0418531830965706	-0.07454828420783	0.089513178807448	1	0.858111665221977	0.908363296018929	19074
NDFIP1	-0.0857178600558156	0.479470775959762	-1.02546331257642	0.854027592464791	1	0.858113602989356	0.908363296018929	19075
PALM3	-0.0140592731755887	0.0787034365202431	-0.168315174214799	0.140196627863622	1	0.858223464461476	0.908431966576123	19076
PROM2	0.0250275710683992	0.140784912482579	-0.25090578696408	0.300960929100878	1	0.858902285471126	0.909102843645908	19077
LOC100506571	0.00950844574542446	0.053573364271934	-0.0954934187582111	0.11451031024906	1	0.859127780899033	0.909293854277874	19078
SLC43A3	-0.0612557328403414	0.345427973622323	-0.738282120392747	0.615770654712064	1	0.859246935901406	0.909372300944556	19079
GVQW3	-0.0251360477096718	0.142373001929152	-0.304182003861661	0.253909908442318	1	0.859861351353818	0.90997486407423	19080
HOXA6	0.0086288208710515	0.0488963719526481	-0.0872063071308131	0.104463948872916	1	0.859923460393496	0.90998960937801	19081
MYH2	0.0228082363722769	0.129285063385773	-0.230585831602816	0.27620230434737	1	0.859965418291957	0.90998960937801	19082
ADAMTSL3	0.0225343582936194	0.12777578486323	-0.227901578134649	0.272970294721887	1	0.860012228714911	0.909991454289759	19083
ADAM6	0.0109649948018906	0.062394993694233	-0.11132694565441	0.133256935258191	1	0.86050200388027	0.9104367568708	19084
DENND6A	0.0500259034094763	0.284735985433366	-0.508046373142442	0.608098179961395	1	0.860535731174747	0.9104367568708	19085
TPD52L3	0.0377945786595974	0.215168918082392	-0.38392875137434	0.459517908693535	1	0.860568341008127	0.9104367568708	19086
RDH8	0.0170498709323772	0.0972574121870167	-0.173571154183742	0.207670896048497	1	0.860838688244762	0.910561480109411	19087
C14orf178	0.0146343973612574	0.0835272982362748	-0.149076098907777	0.178344893630292	1	0.860918583197965	0.910561480109411	19088
HAX1	0.0551232359661036	0.314677047183053	-0.56163244327409	0.671878915206298	1	0.860942916163146	0.910561480109411	19089
PRR34	0.0157261531450563	0.0897837814993698	-0.160246824989522	0.191699131279635	1	0.860957186980434	0.910561480109411	19090
GAS1	-0.0452699023292612	0.258556258616076	-0.552030857194195	0.461491052535672	1	0.86101108250932	0.910561480109411	19091
NFKB1	0.0158190484780031	0.0903550901522153	-0.161273674040209	0.192911770996215	1	0.861019562157218	0.910561480109411	19092
BCKDHA	0.0332907594544002	0.19015124209269	-0.33939882666283	0.40598034557163	1	0.861020574924361	0.910561480109411	19093
LOC101927539	-0.0241603023888373	0.138032650357271	-0.294699325779698	0.246378721002023	1	0.861053512885568	0.910561480109411	19094
VMA21	0.133609864328828	0.763554101765914	-1.36292867538019	1.63014840403785	1	0.861092089079299	0.910561480109411	19095
SPTB	0.0643912369057924	0.368378125485003	-0.657616621737189	0.786399095548774	1	0.861239474826779	0.910669641584747	19096
KLB	0.0235978960609327	0.135052983344053	-0.241101087298099	0.288296879419964	1	0.8612912801408	0.910676730826991	19097
ADPGK	0.0446990073805039	0.256055604716836	-0.457160755904119	0.546558770665127	1	0.86141942441067	0.910764531244122	19098
CREBRF	-0.0805013113519583	0.461608111336722	-0.985236584543489	0.824233961839572	1	0.861556465422827	0.910861728353198	19099
TXN2	0.0374654511158795	0.215157596241062	-0.384235688516813	0.459166590748572	1	0.861763081684897	0.911032468344579	19100
SNORD114-3	0.00856068960639917	0.0492622342694253	-0.0879915153596493	0.105112894572448	1	0.862039981677474	0.911277488614814	19101
ZNF367	0.0258354613776831	0.148802690485926	-0.265812452777393	0.317483375532759	1	0.862162326407691	0.911359108722862	19102
MACC1	0.0226301478960119	0.130435042379929	-0.233017837490605	0.278278133282629	1	0.862260428161734	0.911415095296118	19103
ITGB3BP	0.0560657598523837	0.323376396485201	-0.577740330708954	0.689871850413722	1	0.862355758035175	0.911468146264984	19104
PWWP2B	-0.0671117739622613	0.387657512409811	-0.82690653662188	0.692682988697357	1	0.862556079799842	0.91163215720065	19105
AP1S3	-0.0394498813443165	0.228269013904262	-0.486848927383144	0.407949164694511	1	0.862791433881886	0.911833174549515	19106
CSNK1D	0.0972683185857404	0.563565960617204	-1.0073006671367	1.20183730430818	1	0.862970268285164	0.911961492393934	19107
PLIN1	0.00932601578521717	0.0540474056664368	-0.0966049527788249	0.115256984349259	1	0.863003179311772	0.911961492393934	19108
FOXD2-AS1	0.0224276550125072	0.130131164045011	-0.232624739781987	0.277480049807002	1	0.863165103254478	0.912059029298046	19109
KCNIP2	0.0323827695988973	0.187922094784993	-0.335937768079011	0.400703307276805	1	0.863185818635384	0.912059029298046	19110
MUC8	-0.0623636386490943	0.362689434632523	-0.773221868102034	0.648494590803845	1	0.863478592613182	0.912288000488178	19111
LOC254028	0.0092678970917048	0.0539051885227577	-0.0963843309927421	0.114920125176152	1	0.863492881603113	0.912288000488178	19112
NLN	0.0529022000404168	0.307923658797003	-0.550617081189509	0.656421481270343	1	0.86359242815866	0.912345435534958	19113
LOC284930	0.0223434510829497	0.130378284058822	-0.233193290038474	0.277880192204373	1	0.86392967905059	0.912653975064848	19114
SLC14A2-AS1	-0.00941373098395425	0.0550739798475639	-0.117356747970464	0.0985292860025556	1	0.864279726543117	0.912975999914131	19115
RYR3	-0.0404381922771544	0.237548152485692	-0.506024015743139	0.42514763118883	1	0.864828033624397	0.913507410281639	19116
CTNNB1	0.0572788383102561	0.336733918641522	-0.602707514600167	0.717265191220679	1	0.86493056225724	0.913567919291635	19117
ARPP19	-0.100729811891115	0.59353943406798	-1.26404572606864	1.06258610228641	1	0.865237898523083	0.913844735169898	19118
RC3H2	-0.052304469605246	0.308314006663793	-0.656588818595522	0.55197987938503	1	0.865287953211452	0.913849801309987	19119
BBS10	0.0674463125693571	0.398266671590498	-0.713142019990661	0.848034645129375	1	0.865521642380001	0.914048797224737	19120
PGAM5	-0.0562604997574909	0.332345483751377	-0.707645678334732	0.59512467881975	1	0.865573906857023	0.914056185725485	19121
C20orf141	-0.0265354852191175	0.157193740188797	-0.334629554584306	0.281558584146071	1	0.865948044221794	0.914376815462827	19122
PCDHGB8P	-0.00748663963906856	0.0443596983616438	-0.0944300507929508	0.0794567715148137	1	0.865976610361931	0.914376815462827	19123
TTYH1	0.0152400718925796	0.090325210527774	-0.161794087637855	0.192274231423015	1	0.866013382473806	0.914376815462827	19124
ZNF169	0.0429893824423569	0.25540498175431	-0.4575951832682	0.543573948152914	1	0.866332723613074	0.914666162363147	19125
PAIP1	0.125234445911127	0.744808151366729	-1.33456270615952	1.58503159798177	1	0.866470603361072	0.914763903747085	19126
ARHGAP12	0.074288103619212	0.442339527597558	-0.792681439410462	0.941257646648886	1	0.866627629945286	0.914881847851478	19127
GPT	0.025100687076005	0.149604672885201	-0.268119083697884	0.318320457849894	1	0.866756277938584	0.914923531474282	19128
TRY2P	0.0122806100160711	0.0731954847562144	-0.13117990393706	0.155741123969202	1	0.866757737399542	0.914923531474282	19129
B4GALT1	0.0433752587146544	0.258708732628539	-0.463684539723284	0.550435057152593	1	0.86685030196343	0.914973408115294	19130
IGKC	-0.1182430292534	0.705999520000934	-1.5019766615578	1.265490603051	1	0.866989898217502	0.915072919596874	19131
LOC101929715	0.0170377063300972	0.10184155535667	-0.182568074298518	0.216643486958712	1	0.86713698533727	0.91518032656963	19132
NDUFS4	0.106103663449158	0.634725579472657	-1.13793561238357	1.35014293928188	1	0.867240517909456	0.915241757049482	19133
MYBPH	0.00872690181506122	0.0522306622744223	-0.0936433151314813	0.111097118761604	1	0.867304047994626	0.915260966714094	19134
LRRC10B	-0.00922643529519304	0.0553070755900498	-0.117626311541925	0.0991734409515388	1	0.867510131499177	0.915430602311544	19135
MGST3	-0.0478076026615242	0.287264749027173	-0.610836164782721	0.515220959459673	1	0.867823687797821	0.91571362374653	19136
