Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Jefferson,08/20/2020,3,0.9,84,43641,6.9,2,192.5
Luzerne,11/20/2020,210,175,8176,317646,66.1,55.1,2573.9
Chester,05/19/2020,15,34,2260,522046,2.9,6.5,432.9
Bradford,06/23/2020,3,0.7,55,60833,4.9,1.2,90.4
Columbia,08/29/2020,26,21.4,691,65456,39.7,32.7,1055.7
Lehigh,05/13/2020,52,39,3425,368100,14.1,10.6,930.5
Erie,08/19/2020,19,14.1,1274,272061,7,5.2,468.3
Bucks,10/31/2020,74,71.4,10531,628195,11.8,11.4,1676.4
Lehigh,07/31/2020,16,22.4,4827,368100,4.3,6.1,1311.3
Pennsylvania,12/01/2020,7692,6662.3,375431,12807060,60.1,52,2931.4
Lebanon,11/10/2020,64,58,3777,141314,45.3,41,2672.8
Mercer,09/10/2020,2,7.4,618,110683,1.8,6.7,558.4
Berks,04/05/2020,53,38.3,361,420152,12.6,9.1,85.9
Lehigh,07/15/2020,27,17.7,4494,368100,7.3,4.8,1220.9
Crawford,05/10/2020,1,0.3,24,85063,1.2,0.3,28.2
Cumberland,11/27/2020,150,118.9,4986,251423,59.7,47.3,1983.1
Cumberland,09/29/2020,14,17.3,1921,251423,5.6,6.9,764.1
Lycoming,04/18/2020,1,2.3,44,113664,0.9,2,38.7
Franklin,06/04/2020,3,3.9,788,154835,1.9,2.5,508.9
Lehigh,07/14/2020,20,15.9,4467,368100,5.4,4.3,1213.5
Bradford,09/15/2020,2,1.9,121,60833,3.3,3.1,198.9
York,11/08/2020,90,84,7393,448273,20.1,18.7,1649.2
Lebanon,09/24/2020,18,13,1999,141314,12.7,9.2,1414.6
Centre,08/17/2020,6,3.9,404,162805,3.7,2.4,248.1
Fayette,10/19/2020,7,7.9,940,130441,5.4,6,720.6
Washington,11/02/2020,43,40.6,2233,207346,20.7,19.6,1076.9
Centre,04/17/2020,0,0.7,81,162805,0,0.4,49.8
Bucks,08/04/2020,38,43,7141,628195,6,6.8,1136.7
Clinton,04/25/2020,3,1.7,23,38684,7.8,4.4,59.5
Pennsylvania,04/24/2020,1371,1298.1,41701,12807060,10.7,10.1,325.6
Fulton,05/24/2020,1,0.4,15,14523,6.9,3,103.3
Clinton,10/24/2020,2,2.1,259,38684,5.2,5.5,669.5
Warren,04/03/2020,0,0,1,39498,0,0,2.5
Clearfield,06/01/2020,2,0.7,45,79388,2.5,0.9,56.7
Westmoreland,11/18/2020,248,182.4,6910,350611,70.7,52,1970.8
Snyder,07/24/2020,1,1.1,90,40540,2.5,2.8,222
Huntingdon,07/10/2020,1,0.6,258,45168,2.2,1.3,571.2
Pennsylvania,07/08/2020,725,708.6,93202,12807060,5.7,5.5,727.7
Northampton,09/06/2020,16,8.4,4179,304807,5.2,2.8,1371
Cambria,11/04/2020,35,40.9,1417,131730,26.6,31,1075.7
Clarion,05/19/2020,1,0.1,26,38779,2.6,0.4,67
Lackawanna,07/10/2020,3,4.6,1757,210793,1.4,2.2,833.5
Snyder,09/16/2020,10,7.3,248,40540,24.7,18,611.7
Mercer,05/28/2020,1,0.6,108,110683,0.9,0.5,97.6
Carbon,09/12/2020,0,0.9,435,64227,0,1.3,677.3
Clarion,06/20/2020,0,0,32,38779,0,0,82.5
Greene,04/16/2020,0,0.6,25,36506,0,1.6,68.5
Forest,10/09/2020,0,0,15,7279,0,0,206.1
York,08/21/2020,47,33,3097,448273,10.5,7.4,690.9
Clarion,08/02/2020,0,0.6,80,38779,0,1.5,206.3
Delaware,11/20/2020,269,261.9,18196,564751,47.6,46.4,3222
Lackawanna,09/01/2020,22,15.7,2113,210793,10.4,7.5,1002.4
Washington,09/25/2020,8,8.3,1327,207346,3.9,4,640
Potter,09/02/2020,0,0.1,25,16622,0,0.9,150.4
Snyder,07/25/2020,0,1.1,90,40540,0,2.8,222
Lawrence,05/29/2020,3,0.6,79,86184,3.5,0.7,91.7
Lehigh,11/27/2020,212,226.3,11281,368100,57.6,61.5,3064.7
Cambria,10/23/2020,28,19.9,1020,131730,21.3,15.1,774.3
Pennsylvania,10/13/2020,1266,1331.7,176285,12807060,9.9,10.4,1376.5
Blair,09/23/2020,23,13.1,637,122492,18.8,10.7,520
Crawford,11/18/2020,72,61.7,1313,85063,84.6,72.6,1543.6
Armstrong,03/01/2020,0,,0,65263,0,,0
Armstrong,03/02/2020,0,,0,65263,0,,0
Armstrong,03/03/2020,0,,0,65263,0,,0
Armstrong,03/04/2020,0,,0,65263,0,,0
Armstrong,03/05/2020,0,,0,65263,0,,0
Armstrong,03/06/2020,0,,0,65263,0,,0
Armstrong,03/07/2020,0,,0,65263,0,,0
Armstrong,03/08/2020,0,0,0,65263,0,0,0
Armstrong,03/09/2020,0,0,0,65263,0,0,0
Armstrong,03/10/2020,0,0,0,65263,0,0,0
Armstrong,03/11/2020,0,0,0,65263,0,0,0
Armstrong,03/12/2020,0,0,0,65263,0,0,0
Armstrong,03/13/2020,0,0,0,65263,0,0,0
Armstrong,03/14/2020,0,0,0,65263,0,0,0
Armstrong,03/15/2020,0,0,0,65263,0,0,0
Armstrong,03/16/2020,0,0,0,65263,0,0,0
Armstrong,03/17/2020,0,0,0,65263,0,0,0
Armstrong,03/18/2020,0,0,0,65263,0,0,0
Armstrong,03/19/2020,0,0,0,65263,0,0,0
Armstrong,03/20/2020,0,0,0,65263,0,0,0
Armstrong,03/21/2020,0,0,0,65263,0,0,0
Armstrong,03/22/2020,0,0,0,65263,0,0,0
Armstrong,03/23/2020,0,0,0,65263,0,0,0
Armstrong,03/24/2020,0,0,0,65263,0,0,0
Pennsylvania,10/09/2020,1714,1217,171414,12807060,13.4,9.5,1338.4
Delaware,05/16/2020,56,84.1,5763,564751,9.9,14.9,1020.4
Washington,07/01/2020,13,8.6,246,207346,6.3,4.1,118.6
Elk,06/27/2020,1,1,16,30169,3.3,3.3,53
Pennsylvania,06/28/2020,546,547.7,86166,12807060,4.3,4.3,672.8
Westmoreland,10/22/2020,60,83,3901,350611,17.1,23.7,1112.6
Elk,05/30/2020,0,0,6,30169,0,0,19.9
Clarion,04/25/2020,0,0.6,23,38779,0,1.5,59.3
Jefferson,04/23/2020,0,0.4,5,43641,0,1,11.5
Perry,09/30/2020,3,3.3,242,46139,6.5,7.1,524.5
Indiana,09/23/2020,13,12.6,691,84501,15.4,14.9,817.7
Chester,10/23/2020,42,38.6,7860,522046,8,7.4,1505.6
Cumberland,05/07/2020,13,10.6,447,251423,5.2,4.2,177.8
Union,06/23/2020,1,1,91,44785,2.2,2.2,203.2
Crawford,10/15/2020,8,5.3,374,85063,9.4,6.2,439.7
Bucks,11/05/2020,162,102.9,11091,628195,25.8,16.4,1765.5
Columbia,06/17/2020,2,3.1,392,65456,3.1,4.8,598.9
Indiana,11/12/2020,51,41.3,1689,84501,60.4,48.9,1998.8
Clarion,11/14/2020,36,24.6,514,38779,92.8,63.4,1325.5
Mckean,06/24/2020,0,0.3,16,40968,0,0.7,39.1
Warren,09/22/2020,0,0,42,39498,0,0,106.3
Bucks,08/11/2020,37,24.9,7315,628195,5.9,4,1164.4
Cumberland,04/30/2020,7,16.3,373,251423,2.8,6.5,148.4
Wyoming,11/01/2020,9,9.3,180,27046,33.3,34.3,665.5
Schuylkill,05/30/2020,9,6.1,634,142067,6.3,4.3,446.3
Washington,04/07/2020,3,3.4,61,207346,1.4,1.7,29.4
Crawford,09/06/2020,1,3.1,243,85063,1.2,3.7,285.7
Centre,06/16/2020,0,2,177,162805,0,1.2,108.7
Delaware,08/31/2020,71,45.1,10462,564751,12.6,8,1852.5
Cambria,04/25/2020,0,0.6,23,131730,0,0.4,17.5
Mercer,06/28/2020,0,1.9,133,110683,0,1.7,120.2
Perry,09/07/2020,3,1,188,46139,6.5,2.2,407.5
Beaver,11/18/2020,92,59.1,3106,164742,55.8,35.9,1885.4
Indiana,04/22/2020,3,2,58,84501,3.6,2.4,68.6
York,06/21/2020,53,24.3,1352,448273,11.8,5.4,301.6
Dauphin,06/29/2020,76,27,2048,277097,27.4,9.7,739.1
Montgomery,10/19/2020,55,48.4,13264,828604,6.6,5.8,1600.8
Snyder,06/17/2020,1,0.3,63,40540,2.5,0.7,155.4
Armstrong,04/27/2020,3,1.7,50,65263,4.6,2.6,76.6
Centre,06/14/2020,2,2.1,176,162805,1.2,1.3,108.1
Warren,08/09/2020,0,0.7,22,39498,0,1.8,55.7
Carbon,11/29/2020,13,35.4,1336,64227,20.2,55.2,2080.1
Jefferson,07/13/2020,2,1.7,44,43641,4.6,3.9,100.8
Northampton,04/08/2020,93,88.3,1049,304807,30.5,29,344.2
Fayette,10/17/2020,10,8.4,930,130441,7.7,6.5,713
Bucks,06/30/2020,39,22.4,5844,628195,6.2,3.6,930.3
Columbia,07/22/2020,5,2.4,445,65456,7.6,3.7,679.8
Washington,07/28/2020,10,14.3,711,207346,4.8,6.9,342.9
Cumberland,04/06/2020,9,6.7,86,251423,3.6,2.7,34.2
Perry,07/02/2020,0,0,87,46139,0,0,188.6
Bucks,06/07/2020,17,26.9,5362,628195,2.7,4.3,853.6
Elk,09/19/2020,0,0,70,30169,0,0,232
Centre,10/30/2020,47,39.7,4269,162805,28.9,24.4,2622.2
Union,07/08/2020,0,0.6,99,44785,0,1.3,221.1
Cameron,05/16/2020,0,0,2,4492,0,0,44.5
Clinton,10/27/2020,4,3,270,38684,10.3,7.8,698
Snyder,10/28/2020,6,4.7,499,40540,14.8,11.6,1230.9
Sullivan,04/03/2020,1,0.1,1,6071,16.5,2.4,16.5
Perry,06/14/2020,0,0.7,73,46139,0,1.5,158.2
Mercer,07/15/2020,6,6.7,208,110683,5.4,6.1,187.9
Indiana,10/23/2020,26,16.1,1059,84501,30.8,19.1,1253.2
Pike,11/27/2020,8,8.3,846,55933,14.3,14.8,1512.5
Elk,05/19/2020,0,0,6,30169,0,0,19.9
Juniata,05/18/2020,0,0,93,24704,0,0,376.5
Cambria,11/13/2020,84,75.3,2067,131730,63.8,57.2,1569.1
Westmoreland,03/20/2020,0,0.7,5,350611,0,0.2,1.4
Fulton,10/20/2020,0,0.4,62,14523,0,3,426.9
Philadelphia,07/27/2020,176,171.1,25244,1584138,11.1,10.8,1593.5
Lancaster,09/01/2020,77,45.3,6871,543557,14.2,8.3,1264.1
Susquehanna,07/04/2020,0,0.4,185,40589,0,1.1,455.8
Allegheny,04/22/2020,77,34.3,1230,1218452,6.3,2.8,100.9
Centre,09/30/2020,89,86.6,2851,162805,54.7,53.2,1751.2
Cambria,11/22/2020,184,159.9,3387,131730,139.7,121.4,2571.2
Butler,06/27/2020,4,3.6,294,187888,2.1,1.9,156.5
Clearfield,04/14/2020,0,0.9,14,79388,0,1.1,17.6
Montour,10/03/2020,0,4.1,200,18240,0,22.7,1096.5
Schuylkill,11/18/2020,55,68.3,3179,142067,38.7,48.1,2237.7
Schuylkill,11/22/2020,70,69.4,3485,142067,49.3,48.9,2453.1
Washington,06/02/2020,0,0.3,143,207346,0,0.1,69
Juniata,11/29/2020,10,17.3,741,24704,40.5,70,2999.5
Lackawanna,10/30/2020,26,39.9,3858,210793,12.3,18.9,1830.2
Clinton,11/01/2020,2,3.4,287,38684,5.2,8.9,741.9
York,08/14/2020,57,51.1,2866,448273,12.7,11.4,639.3
Lackawanna,03/17/2020,1,0.1,1,210793,0.5,0.1,0.5
Juniata,09/29/2020,0,1.7,195,24704,0,6.9,789.3
Forest,09/11/2020,0,0,14,7279,0,0,192.3
Cumberland,10/21/2020,25,20.3,2334,251423,9.9,8.1,928.3
Potter,07/22/2020,0,0.1,20,16622,0,0.9,120.3
Delaware,06/15/2020,13,29.9,6970,564751,2.3,5.3,1234.2
Cumberland,10/03/2020,8,17,1988,251423,3.2,6.8,790.7
Mercer,09/13/2020,0,7.9,655,110683,0,7.1,591.8
Mifflin,05/26/2020,0,0.1,60,46222,0,0.3,129.8
Forest,04/24/2020,0,0,7,7279,0,0,96.2
Cameron,06/07/2020,0,0,2,4492,0,0,44.5
Clarion,08/22/2020,0,0.6,95,38779,0,1.5,245
Huntingdon,08/22/2020,3,2.4,351,45168,6.6,5.4,777.1
Clarion,04/18/2020,0,0.4,19,38779,0,1.1,49
Erie,11/08/2020,79,54.3,2675,272061,29,20,983.2
Bradford,05/09/2020,0,0.1,40,60833,0,0.2,65.8
Snyder,07/22/2020,1,1.4,87,40540,2.5,3.5,214.6
Sullivan,06/16/2020,0,0,3,6071,0,0,49.4
Huntingdon,07/04/2020,1,1.4,255,45168,2.2,3.2,564.6
Susquehanna,06/19/2020,0,1.3,179,40589,0,3.2,441
Westmoreland,08/03/2020,8,19.7,1477,350611,2.3,5.6,421.3
Fayette,10/02/2020,4,4.3,830,130441,3.1,3.3,636.3
Tioga,06/14/2020,0,0.3,22,40763,0,0.7,54
Cambria,08/13/2020,10,5.1,367,131730,7.6,3.9,278.6
Cambria,08/31/2020,5,3.9,473,131730,3.8,2.9,359.1
Sullivan,06/07/2020,0,0,3,6071,0,0,49.4
Bucks,05/20/2020,64,58.9,4851,628195,10.2,9.4,772.2
Sullivan,11/06/2020,0,0.3,22,6071,0,4.7,362.4
Butler,11/04/2020,17,40.9,2038,187888,9,21.7,1084.7
Fulton,08/13/2020,0,0.3,28,14523,0,2,192.8
Clearfield,04/26/2020,0,0,16,79388,0,0,20.2
Allegheny,10/29/2020,176,131.3,15629,1218452,14.4,10.8,1282.7
Northumberland,11/05/2020,22,19.3,1711,91083,24.2,21.2,1878.5
Carbon,03/29/2020,5,2.1,15,64227,7.8,3.3,23.4
Pennsylvania,07/28/2020,801,943.4,110458,12807060,6.3,7.4,862.5
Luzerne,10/01/2020,10,12.1,4172,317646,3.1,3.8,1313.4
Pennsylvania,11/03/2020,2858,2448.3,218192,12807060,22.3,19.1,1703.7
Crawford,07/04/2020,4,1.7,68,85063,4.7,2,79.9
Lackawanna,11/30/2020,53,63,5268,210793,25.1,29.9,2499.1
Butler,06/03/2020,4,1.7,238,187888,2.1,0.9,126.7
Clinton,08/01/2020,0,0.7,115,38684,0,1.8,297.3
Tioga,04/28/2020,0,0,14,40763,0,0,34.3
Crawford,05/27/2020,0,0.3,26,85063,0,0.3,30.6
Centre,05/05/2020,8,3,123,162805,4.9,1.8,75.6
Clarion,06/17/2020,0,0.1,32,38779,0,0.4,82.5
Centre,04/09/2020,2,3.9,68,162805,1.2,2.4,41.8
Erie,04/17/2020,10,3,64,272061,3.7,1.1,23.5
Cameron,05/17/2020,0,0,2,4492,0,0,44.5
Cambria,11/03/2020,79,40.3,1382,131730,60,30.6,1049.1
Bucks,06/20/2020,18,17.1,5624,628195,2.9,2.7,895.3
Elk,08/23/2020,0,0.9,68,30169,0,2.8,225.4
Elk,04/12/2020,0,0.4,3,30169,0,1.4,9.9
Crawford,06/20/2020,0,0.7,43,85063,0,0.8,50.6
Indiana,11/09/2020,64,39.4,1546,84501,75.7,46.7,1829.6
Susquehanna,08/25/2020,3,3.3,252,40589,7.4,8.1,620.9
Carbon,09/14/2020,1,1.1,438,64227,1.6,1.8,682
Bucks,11/22/2020,280,298.3,15436,628195,44.6,47.5,2457.2
Wyoming,11/10/2020,9,8.3,255,27046,33.3,30.6,942.8
Wyoming,06/23/2020,0,0.1,39,27046,0,0.5,144.2
Washington,03/19/2020,0,0.4,3,207346,0,0.2,1.4
Bedford,04/10/2020,1,0.3,5,48176,2.1,0.6,10.4
Lebanon,10/08/2020,22,21.9,2262,141314,15.6,15.5,1600.7
Greene,04/12/2020,0,1.7,24,36506,0,4.7,65.7
Delaware,08/11/2020,91,57.7,9473,564751,16.1,10.2,1677.4
Bucks,04/11/2020,61,88.1,1276,628195,9.7,14,203.1
Jefferson,10/09/2020,5,1.9,133,43641,11.5,4.3,304.8
Pike,07/15/2020,1,0.6,510,55933,1.8,1,911.8
Clearfield,11/13/2020,52,32.1,810,79388,65.5,40.5,1020.3
Franklin,05/27/2020,6,9.9,757,154835,3.9,6.4,488.9
Union,05/05/2020,1,0.7,32,44785,2.2,1.6,71.5
Union,11/09/2020,15,15.1,856,44785,33.5,33.8,1911.4
Northumberland,08/22/2020,6,8.4,634,91083,6.6,9.3,696.1
Columbia,04/25/2020,15,11.1,282,65456,22.9,17,430.8
Potter,04/25/2020,0,0,4,16622,0,0,24.1
Westmoreland,07/21/2020,22,22.1,1223,350611,6.3,6.3,348.8
Forest,07/31/2020,0,0.3,9,7279,0,3.9,123.6
Pike,09/23/2020,2,2,575,55933,3.6,3.6,1028
Venango,04/26/2020,0,0.3,8,51266,0,0.6,15.6
Clinton,05/11/2020,0,0.9,41,38684,0,2.2,106
Somerset,04/11/2020,2,1.1,12,73952,2.7,1.5,16.2
Delaware,07/10/2020,21,30.6,7555,564751,3.7,5.4,1337.8
Dauphin,09/15/2020,15,18,3623,277097,5.4,6.5,1307.5
Greene,06/15/2020,0,0.7,34,36506,0,2,93.1
Northumberland,07/13/2020,0,2.9,352,91083,0,3.1,386.5
Northampton,12/01/2020,248,159.7,9444,304807,81.4,52.4,3098.4
Pennsylvania,06/08/2020,485,506,76554,12807060,3.8,4,597.7
Indiana,07/27/2020,11,6.9,233,84501,13,8.1,275.7
Snyder,11/28/2020,16,21.1,1010,40540,39.5,52.2,2491.4
Bedford,05/19/2020,0,0.6,33,48176,0,1.2,68.5
Clarion,07/17/2020,0,1.7,71,38779,0,4.4,183.1
Pike,06/06/2020,1,0.9,481,55933,1.8,1.5,860
Philadelphia,08/23/2020,65,102.6,28482,1584138,4.1,6.5,1797.9
Berks,11/25/2020,317,183.4,13362,420152,75.4,43.7,3180.3
Delaware,06/12/2020,25,30.4,6903,564751,4.4,5.4,1222.3
Cameron,07/17/2020,0,0.1,5,4492,0,3.2,111.3
Blair,06/18/2020,2,0.4,58,122492,1.6,0.3,47.4
Bucks,10/09/2020,34,37.9,9303,628195,5.4,6,1480.9
Lycoming,07/04/2020,7,5.3,214,113664,6.2,4.7,188.3
Somerset,05/26/2020,0,0,37,73952,0,0,50
Luzerne,09/19/2020,10,11,4034,317646,3.1,3.5,1270
Perry,05/21/2020,0,1,44,46139,0,2.2,95.4
Lycoming,11/21/2020,63,55.1,1723,113664,55.4,48.5,1515.9
York,07/28/2020,27,22.9,2226,448273,6,5.1,496.6
Lancaster,06/22/2020,73,42.4,4103,543557,13.4,7.8,754.8
Juniata,08/16/2020,0,0.9,138,24704,0,3.5,558.6
Potter,06/06/2020,0,1,11,16622,0,6,66.2
Wyoming,10/24/2020,1,1.9,113,27046,3.7,6.9,417.8
Berks,10/01/2020,57,40.9,7273,420152,13.6,9.7,1731
Jefferson,07/02/2020,1,0.6,28,43641,2.3,1.3,64.2
York,05/19/2020,7,9.1,883,448273,1.6,2,197
Snyder,11/10/2020,34,13.6,635,40540,83.9,33.5,1566.4
Indiana,10/25/2020,9,18.6,1086,84501,10.7,22,1285.2
Schuylkill,09/04/2020,9,3,1015,142067,6.3,2.1,714.5
Blair,08/23/2020,2,7.9,411,122492,1.6,6.4,335.5
Elk,06/02/2020,0,0,6,30169,0,0,19.9
Huntingdon,05/17/2020,1,3.6,216,45168,2.2,7.9,478.2
Philadelphia,06/19/2020,98,95.6,20338,1584138,6.2,6,1283.9
Blair,09/09/2020,2,4.9,508,122492,1.6,4,414.7
Lancaster,08/21/2020,35,35,6435,543557,6.4,6.4,1183.9
Montour,08/03/2020,1,0.3,93,18240,5.5,1.6,509.9
Tioga,10/26/2020,6,7,206,40763,14.7,17.2,505.4
Union,08/08/2020,17,8.3,230,44785,38,18.5,513.6
Bradford,08/02/2020,1,1,88,60833,1.6,1.6,144.7
Wyoming,04/04/2020,0,0.6,5,27046,0,2.1,18.5
York,07/21/2020,14,22.1,2066,448273,3.1,4.9,460.9
Perry,04/25/2020,0,0.7,27,46139,0,1.5,58.5
Montgomery,10/02/2020,55,43.3,12467,828604,6.6,5.2,1504.6
Beaver,03/01/2020,0,,0,164742,0,,0
Beaver,03/02/2020,0,,0,164742,0,,0
Beaver,03/03/2020,0,,0,164742,0,,0
Beaver,03/04/2020,0,,0,164742,0,,0
Beaver,03/05/2020,0,,0,164742,0,,0
Beaver,03/06/2020,0,,0,164742,0,,0
Beaver,03/07/2020,0,,0,164742,0,,0
Beaver,03/08/2020,0,0,0,164742,0,0,0
Beaver,03/09/2020,0,0,0,164742,0,0,0
Beaver,03/10/2020,0,0,0,164742,0,0,0
Beaver,03/11/2020,0,0,0,164742,0,0,0
Beaver,03/12/2020,0,0,0,164742,0,0,0
Beaver,03/13/2020,0,0,0,164742,0,0,0
Beaver,03/14/2020,0,0,0,164742,0,0,0
Beaver,03/15/2020,0,0,0,164742,0,0,0
Delaware,08/16/2020,37,65.3,9768,564751,6.6,11.6,1729.6
Monroe,05/28/2020,3,2.1,1320,169507,1.8,1.3,778.7
Chester,05/31/2020,56,46.4,2791,522046,10.7,8.9,534.6
Chester,09/07/2020,47,46,6002,522046,9,8.8,1149.7
Sullivan,07/03/2020,4,0.9,10,6071,65.9,14.1,164.7
Northampton,05/08/2020,39,35.1,2555,304807,12.8,11.5,838.2
Clarion,08/15/2020,1,1,91,38779,2.6,2.6,234.7
Mifflin,05/09/2020,1,1.7,54,46222,2.2,3.7,116.8
York,11/20/2020,203,177.9,9234,448273,45.3,39.7,2059.9
Bucks,06/27/2020,13,22.3,5780,628195,2.1,3.5,920.1
Butler,10/18/2020,9,20.6,1422,187888,4.8,10.9,756.8
Sullivan,09/10/2020,0,0,10,6071,0,0,164.7
Carbon,10/23/2020,6,4.1,566,64227,9.3,6.5,881.2
Franklin,10/12/2020,31,11.7,1938,154835,20,7.6,1251.7
Delaware,04/07/2020,142,98,1161,564751,25.1,17.4,205.6
Huntingdon,05/26/2020,0,1.6,228,45168,0,3.5,504.8
Franklin,06/29/2020,8,5,930,154835,5.2,3.2,600.6
Dauphin,10/26/2020,60,42.6,4742,277097,21.7,15.4,1711.3
Bucks,08/16/2020,21,31.4,7481,628195,3.3,5,1190.9
Schuylkill,06/03/2020,5,6.1,655,142067,3.5,4.3,461.1
Clarion,08/16/2020,1,1.1,92,38779,2.6,2.9,237.2
Jefferson,04/20/2020,0,0.3,4,43641,0,0.7,9.2
Lancaster,11/29/2020,231,325.4,16710,543557,42.5,59.9,3074.2
Potter,09/06/2020,0,0,25,16622,0,0,150.4
Northampton,09/08/2020,10,8.6,4192,304807,3.3,2.8,1375.3
Jefferson,11/14/2020,28,16.4,420,43641,64.2,37.6,962.4
Beaver,08/02/2020,7,16.6,1249,164742,4.2,10.1,758.2
Snyder,11/04/2020,13,7.7,553,40540,32.1,19,1364.1
Pike,07/24/2020,2,1.4,522,55933,3.6,2.6,933.3
Armstrong,08/19/2020,17,4.4,267,65263,26,6.8,409.1
Crawford,10/31/2020,15,16.9,586,85063,17.6,19.8,688.9
Franklin,05/01/2020,17,22.1,349,154835,11,14.3,225.4
Forest,04/25/2020,0,0,7,7279,0,0,96.2
Westmoreland,05/20/2020,6,1.7,438,350611,1.7,0.5,124.9
Clearfield,03/27/2020,0,0.3,2,79388,0,0.4,2.5
Perry,06/30/2020,0,0.1,87,46139,0,0.3,188.6
Monroe,11/21/2020,47,45.4,2893,169507,27.7,26.8,1706.7
Schuylkill,11/13/2020,71,58.6,2837,142067,50,41.2,1996.9
Jefferson,06/30/2020,2,0.4,27,43641,4.6,1,61.9
Fayette,11/29/2020,52,72.7,2233,130441,39.9,55.7,1711.9
Armstrong,08/08/2020,5,3.6,212,65263,7.7,5.5,324.8
Greene,03/30/2020,2,1.3,9,36506,5.5,3.5,24.7
Wayne,11/17/2020,3,4.3,362,51276,5.9,8.4,706
Fayette,11/28/2020,66,71.9,2181,130441,50.6,55.1,1672
Cumberland,08/10/2020,11,10,1328,251423,4.4,4,528.2
Warren,08/25/2020,0,0.4,26,39498,0,1.1,65.8
Butler,07/23/2020,14,10.3,536,187888,7.5,5.5,285.3
Venango,11/01/2020,10,12,313,51266,19.5,23.4,610.5
Mercer,11/07/2020,34,34.6,1387,110683,30.7,31.2,1253.1
Allegheny,11/03/2020,226,161.6,16431,1218452,18.5,13.3,1348.5
Dauphin,06/05/2020,23,28.3,1464,277097,8.3,10.2,528.3
Elk,08/07/2020,0,0.6,52,30169,0,1.9,172.4
Lackawanna,03/23/2020,7,2.1,15,210793,3.3,1,7.1
Warren,10/14/2020,0,1.7,58,39498,0,4.3,146.8
Fulton,08/21/2020,3,0.4,31,14523,20.7,3,213.5
Sullivan,05/05/2020,0,0,1,6071,0,0,16.5
Butler,11/15/2020,81,86.7,2985,187888,43.1,46.2,1588.7
Clearfield,05/25/2020,3,0.7,40,79388,3.8,0.9,50.4
Crawford,09/15/2020,7,3.7,270,85063,8.2,4.4,317.4
Snyder,11/02/2020,5,5.4,528,40540,12.3,13.4,1302.4
Carbon,10/11/2020,5,5.3,514,64227,7.8,8.2,800.3
Centre,03/26/2020,1,2,15,162805,0.6,1.2,9.2
Lycoming,07/18/2020,3,3.4,268,113664,2.6,3,235.8
Mckean,03/29/2020,0,0.1,1,40968,0,0.3,2.4
Cambria,07/01/2020,2,3,87,131730,1.5,2.3,66
Delaware,08/07/2020,47,56.4,9207,564751,8.3,10,1630.3
Crawford,07/15/2020,4,4.1,106,85063,4.7,4.9,124.6
Clinton,11/07/2020,6,7.7,339,38684,15.5,19.9,876.3
Jefferson,11/24/2020,33,24.1,648,43641,75.6,55.3,1484.8
Washington,08/16/2020,14,9,922,207346,6.8,4.3,444.7
Fulton,10/13/2020,0,0.6,59,14523,0,3.9,406.3
Lawrence,08/03/2020,3,6,351,86184,3.5,7,407.3
Monroe,04/04/2020,39,57.4,542,169507,23,33.9,319.8
Washington,04/28/2020,3,4.1,120,207346,1.4,2,57.9
Montour,07/30/2020,0,0.9,92,18240,0,4.7,504.4
Wyoming,08/05/2020,0,0.1,61,27046,0,0.5,225.5
Blair,07/20/2020,8,6.1,148,122492,6.5,5,120.8
Montgomery,03/10/2020,1,1.3,9,828604,0.1,0.2,1.1
Monroe,05/08/2020,8,5.6,1224,169507,4.7,3.3,722.1
Washington,03/27/2020,10,2.9,25,207346,4.8,1.4,12.1
Fulton,10/31/2020,1,3.6,95,14523,6.9,24.6,654.1
Carbon,04/17/2020,20,5.6,142,64227,31.1,8.7,221.1
Juniata,05/17/2020,0,0,93,24704,0,0,376.5
Delaware,08/22/2020,34,50.6,10085,564751,6,9,1785.7
Mifflin,07/04/2020,0,0.4,67,46222,0,0.9,145
Cumberland,10/25/2020,20,19.9,2415,251423,8,7.9,960.5
Lancaster,11/25/2020,424,317.3,15465,543557,78,58.4,2845.1
Mercer,05/10/2020,2,1.1,77,110683,1.8,1,69.6
Northumberland,05/23/2020,7,3.7,177,91083,7.7,4.1,194.3
Clinton,10/25/2020,4,2.6,263,38684,10.3,6.6,679.9
Allegheny,06/23/2020,42,25,2310,1218452,3.4,2.1,189.6
Lancaster,11/12/2020,242,162.9,11720,543557,44.5,30,2156.2
Bucks,08/21/2020,32,26.3,7609,628195,5.1,4.2,1211.2
Sullivan,11/28/2020,1,2.4,62,6071,16.5,40,1021.2
Juniata,04/02/2020,3,0.6,5,24704,12.1,2.3,20.2
Westmoreland,07/27/2020,16,19.7,1339,350611,4.6,5.6,381.9
Washington,06/16/2020,2,1,161,207346,1,0.5,77.6
Lycoming,05/20/2020,0,1,160,113664,0,0.9,140.8
Dauphin,04/18/2020,24,20,386,277097,8.7,7.2,139.3
Carbon,09/29/2020,2,2.1,468,64227,3.1,3.3,728.7
Wayne,09/26/2020,5,2.6,233,51276,9.8,5,454.4
Centre,11/19/2020,80,75.1,5498,162805,49.1,46.2,3377
Monroe,07/25/2020,0,7.7,1555,169507,0,4.6,917.4
Warren,05/31/2020,0,0,3,39498,0,0,7.6
