Gene	count_DF_927_1_GFP_tdt	count_DF_927_1_GFP	count_DF_980_3_GFP_tdt	count_DF_980_3_GFP
4921530L21Rik	0	0	0	0
4921531C22Rik	192	118	180	244
4921531P14Rik	0	0	0	0
4921533I20Rik	0	0	0	0
4921534H16Rik	0	0	0	0
4921536K21Rik	26	32	49	53
4921539E11Rik	0	0	0	0
4922502D21Rik	0	0	0	0
4922502H24Rik	0	0	0	0
4922502N22Rik	0	0	0	0
4930401C15Rik	0	0	0	0
4930401O10Rik	0	0	0	0
4930401O12Rik	0	0	0	0
4930402F06Rik	0	0	0	0
4930402F11Rik	0	0	0	0
4930402H24Rik	1845	1477	1299	1464
4930402K13Rik	0	0	0	0
4930404A05Rik	0	0	0	0
4930404H11Rik	0	0	0	0
4930404I05Rik	62	15	24	16
4930404N11Rik	793	441	553	776
4930405A10Rik	1	0	0	0
4930405A21Rik	25	8	26	27
4930405D11Rik	0	0	0	0
4930405J17Rik	6	1	6	8
4930405L22Rik	0	0	0	0
4930405O22Rik	0	2	2	12
4930406D18Rik	0	0	0	0
4930407G08Rik	0	0	0	0
4930407I10Rik	0	0	0	0
4930407I19Rik	0	0	2	0
4930412B13Rik	0	0	0	1
4930412C18Rik	17	19	23	56
4930412O13Rik	1	0	2	1
4930413E15Rik	0	0	0	0
4930413F20Rik	41	23	43	59
4930413G21Rik	3002	1572	1939	2724
4930413M19Rik	0	0	0	0
4930414N06Rik	2	0	4	0
4930415F15Rik	5	4	0	2
4930415L06Rik	1	0	0	0
4930415O20Rik	19	13	18	14
4930417O13Rik	2	2	0	5
4930417O22Rik	0	0	0	0
4930419G24Rik	0	0	0	0
4930423M02Rik	0	0	0	0
4930425K10Rik	0	0	0	4
4930425L21Rik	0	0	0	0
4930425O10Rik	0	0	0	0
4930426D05Rik	3	0	0	0
4930426L09Rik	0	0	0	0
4930427A07Rik	143	142	159	143
4930428D20Rik	0	0	1	0
4930428E07Rik	0	0	0	0
4930428G15Rik	1	4	2	5
4930428O21Rik	0	1	0	0
4930429B21Rik	41	67	52	48
4930429D17Rik	0	0	0	0
4930429F11Rik	0	0	0	0
4930429F24Rik	44	24	78	45
4930430A15Rik	0	0	0	0
4930430F08Rik	352	184	250	291
4930430F21Rik	0	0	0	0
4930430J02Rik	4	0	0	0
4930431F12Rik	0	0	0	0
4930431P03Rik	0	0	1	0
4930432J09Rik	2	0	0	0
4930432K21Rik	38	52	48	77
4930432M17Rik	0	0	0	0
4930433B08Rik	0	0	0	0
4930433I11Rik	0	0	0	0
4930433N12Rik	0	0	0	0
4930434J06Rik	0	0	0	0
4930435E12Rik	0	0	0	0
4930438E09Rik	0	0	0	0
4930440C22Rik	0	0	0	0
4930440I19Rik	32	18	22	21
4930441H08Rik	0	0	0	0
4930441J16Rik	3	7	0	1
4930442J19Rik	0	0	0	0
4930442L01Rik	0	0	0	0
4930443O20Rik	15	8	4	24
4930444F02Rik	8	0	7	9
4930444G20Rik	1	0	1	1
4930444M15Rik	9	3	3	0
4930444P10Rik	2	2	2	1
4930445N18Rik	4	2	1	3
4930447A16Rik	0	0	0	0
4930447C04Rik	1	0	0	1
4930447F24Rik	0	0	0	0
4930447J18Rik	0	0	0	0
4930447K03Rik	4	1	0	2
4930447M23Rik	1	0	0	0
4930447N08Rik	1	0	0	0
4930448C13Rik	0	0	0	0
4930448F12Rik	10	0	2	2
4930448H16Rik	0	0	0	0
4930448I06Rik	0	0	0	0
4930448I18Rik	0	0	0	0
4930448K20Rik	0	0	0	0
4930449E01Rik	0	0	0	0
4930449E18Rik	3	1	2	3
4930449I24Rik	0	0	0	0
4930451G09Rik	45	41	47	62
4930451I11Rik	0	0	0	0
4930452A19Rik	0	0	0	0
4930452B06Rik	15	10	8	11
4930452G13Rik	1	0	0	0
4930452N14Rik	0	0	0	0
4930453H23Rik	0	0	0	0
4930453L07Rik	0	0	0	0
4930453N24Rik	1455	1043	2025	1581
4930455B14Rik	0	0	0	0
4930455C13Rik	21	5	7	12
4930455D15Rik	0	0	0	1
4930455F16Rik	0	0	0	1
4930455G09Rik	10	11	10	8
4930455H04Rik	0	0	0	0
4930455J16Rik	0	0	0	0
4930456L15Rik	0	0	0	2
4930459C07Rik	0	0	0	0
4930459L07Rik	0	0	0	0
4930461G14Rik	0	0	0	0
4930463O16Rik	2	0	0	0
4930465K10Rik	1	2	3	4
4930465M20Rik	0	0	0	0
4930467D21Rik	0	0	0	0
4930467E23Rik	0	0	0	0
4930467K11Rik	4	0	0	1
4930469G21Rik	1	2	0	0
4930470H14Rik	0	0	0	1
4930470O06Rik	0	0	0	0
4930470P17Rik	0	0	0	0
4930471C04Rik	2	0	4	0
4930471G03Rik	0	0	0	0
4930471M09Rik	0	1	0	0
4930473A02Rik	18	13	6	14
4930473O22Rik	0	0	0	0
4930474G06Rik	0	0	0	0
4930474H20Rik	1	0	0	0
4930474M22Rik	1	0	2	5
4930474N05Rik	0	0	0	0
4930474N09Rik	2	1	0	0
4930477N07Rik	0	0	0	0
4930478L05Rik	7	1	3	4
4930478P22Rik	0	0	0	0
4930479D17Rik	1	2	0	6
4930480E11Rik	0	0	0	0
4930480G23Rik	0	0	0	0
4930480K15Rik	0	0	0	0
4930480K23Rik	109	54	47	78
4930480M12Rik	0	0	0	0
4930481A15Rik	39	12	42	46
4930482G09Rik	0	0	0	0
4930483J18Rik	2	3	2	3
4930483K19Rik	7	0	3	3
4930483O08Rik	0	3	0	1
4930484H19Rik	0	0	0	0
4930486F22Rik	0	0	0	0
4930486I03Rik	0	0	1	0
4930486L24Rik	15	11	6	3
4930487D11Rik	0	0	0	0
4930487H11Rik	65	13	11	27
4930488B22Rik	0	0	0	0
4930488L21Rik	0	0	0	0
4930500F04Rik	0	0	0	0
4930500L23Rik	0	0	0	0
4930502A04Rik	0	0	0	0
4930502E09Rik	4	0	5	3
4930502E18Rik	0	0	0	2
4930503B20Rik	1	0	1	1
4930503E14Rik	0	0	0	0
4930503E24Rik	0	0	0	1
4930503F20Rik	0	0	0	0
4930503H13Rik	0	0	0	0
4930503L19Rik	100	55	107	71
4930503O07Rik	0	0	0	0
4930504C09Rik	0	0	0	0
4930504O13Rik	0	0	0	0
4930505A04Rik	1	6	1	1
4930505G20Rik	0	0	0	0
4930505K13Rik	0	0	0	0
4930505K14Rik	0	0	0	0
4930506A18Rik	0	0	0	0
4930506C21Rik	51	17	24	37
4930507D05Rik	26	15	23	23
4930507D10Rik	0	0	0	0
4930509E16Rik	0	0	2	2
4930509J09Rik	0	0	0	0
4930509K18Rik	0	0	0	0
4930511A02Rik	0	0	0	0
4930511A08Rik	2	1	0	1
4930511E03Rik	0	0	0	0
4930511M06Rik	4	0	1	0
4930512B01Rik	16	4	13	9
4930512J16Rik	0	0	0	0
4930512M02Rik	0	0	0	0
4930513D17Rik	0	0	1	1
4930513N10Rik	99	85	28	68
4930513O06Rik	1	0	1	0
4930515B02Rik	0	0	0	1
4930515G01Rik	133	98	31	47
4930515G16Rik	0	0	0	0
4930515L03Rik	0	0	0	0
4930515L19Rik	0	0	0	0
4930517E11Rik	0	0	0	0
4930517M08Rik	0	0	0	0
4930518J21Rik	0	0	0	2
4930518P08Rik	0	0	0	0
4930519D14Rik	0	0	0	0
4930519F09Rik	1	0	1	0
4930519F16Rik	0	0	0	0
4930519F24Rik	0	0	0	0
4930519G04Rik	0	0	1	0
4930519H02Rik	0	0	0	0
4930519K11Rik	0	0	0	0
4930520O04Rik	72	41	62	123
4930520P13Rik	0	0	0	0
4930521E06Rik	0	0	0	0
4930522H14Rik	0	0	0	0
4930522O17Rik	10	0	0	3
4930523C07Rik	2632	1075	1043	995
4930523O13Rik	0	0	0	0
4930524B15Rik	2	0	0	0
4930524B17Rik	0	0	0	0
4930524C18Rik	0	0	0	0
4930524N10Rik	0	0	0	0
4930524O05Rik	0	0	0	0
4930524O08Rik	0	0	0	0
4930525C09Rik	0	0	0	0
4930525D18Rik	10	2	0	9
4930525G20Rik	120	64	86	91
4930526H09Rik	0	0	0	0
4930526I15Rik	1308	1111	1002	1307
4930526L06Rik	0	1	0	0
4930527F14Rik	2	2	6	3
4930527G23Rik	0	0	0	0
4930528A17Rik	14	10	8	13
4930528D03Rik	0	0	0	0
4930528G23Rik	0	0	0	0
4930528H21Rik	0	0	0	0
4930528P14Rik	0	0	0	1
4930529C04Rik	12	15	7	9
4930529K09Rik	0	0	0	0
4930529L06Rik	0	0	0	0
4930532I03Rik	0	0	0	0
4930532M18Rik	0	0	0	0
4930533B01Rik	2	0	2	2
4930533N22Rik	0	0	0	0
4930533P14Rik	0	0	0	0
4930538K18Rik	35	19	9	25
4930539C22Rik	0	0	0	0
4930539E08Rik	0	0	2	1
4930539J05Rik	287	237	400	445
4930539M17Rik	0	0	0	0
4930539N22Rik	0	0	0	0
4930540M03Rik	0	0	0	0
4930542C21Rik	0	0	0	0
4930542D17Rik	0	0	0	1
4930543E12Rik	0	0	0	0
4930543N07Rik	0	0	0	0
4930544D05Rik	2	0	0	0
4930544G11Rik	0	0	0	0
4930544M13Rik	0	0	0	0
4930545E07Rik	0	0	0	0
4930545H06Rik	0	0	0	0
4930545L23Rik	1	0	0	0
4930546C10Rik	0	0	0	0
4930546K05Rik	9	7	7	6
4930547E08Rik	3	1	2	1
4930547E14Rik	0	0	0	0
4930548G14Rik	0	0	0	0
4930548H24Rik	8	3	1	1
4930548J01Rik	0	0	1	6
4930548K13Rik	0	0	0	0
4930549C01Rik	0	0	0	0
4930549C15Rik	0	0	1	0
4930549G23Rik	22	9	25	9
4930550C14Rik	64	37	52	73
4930550C17Rik	0	0	0	0
4930550L24Rik	0	0	0	3
4930552N02Rik	0	0	0	0
4930552P12Rik	5	3	4	0
4930553C11Rik	0	0	0	0
4930553E22Rik	0	0	0	0
4930554C24Rik	0	0	0	0
4930554G24Rik	0	0	0	0
4930554H23Rik	0	0	0	0
4930554I06Rik	0	0	0	0
4930555B11Rik	0	0	0	0
4930555B12Rik	0	0	0	0
4930555G01Rik	0	0	0	0
4930555G21Rik	0	0	0	0
4930555K05Rik	0	0	0	0
4930556C24Rik	0	0	0	0
4930556G01Rik	0	0	0	0
4930556J02Rik	0	0	0	0
4930556M19Rik	2336	1932	2065	2795
4930556N09Rik	2	0	0	0
4930556N13Rik	12	2	6	2
4930557A04Rik	0	0	0	0
4930557F10Rik	0	0	0	0
4930557J02Rik	0	0	0	0
4930557K07Rik	64	18	39	32
4930558C23Rik	2	0	0	0
4930558F17Rik	0	0	0	0
4930558G05Rik	0	0	0	0
4930558J18Rik	4	7	1	4
4930558K02Rik	0	2	0	0
4930559C10Rik	0	0	0	0
4930562C15Rik	90	28	64	65
4930562F07Rik	16	2	3	2
4930563D23Rik	0	0	0	0
4930563E18Rik	1	0	1	7
4930563E22Rik	23	5	6	13
4930563F08Rik	0	0	0	1
4930563H07Rik	0	0	0	0
4930563M20Rik	0	0	0	0
4930563M21Rik	13	2	4	4
4930564B18Rik	0	0	0	0
4930564C03Rik	0	1	0	0
4930564D02Rik	0	0	0	0
4930565D16Rik	1	0	1	1
4930565N06Rik	77	21	49	47
4930567H12Rik	0	0	0	1
4930567H17Rik	2	0	0	0
4930567J20Rik	0	0	0	0
4930567K12Rik	0	0	0	0
4930567K20Rik	0	0	0	0
4930568D16Rik	0	0	0	0
4930568E12Rik	0	0	0	0
4930568G15Rik	0	0	0	0
4930570G19Rik	3	0	0	2
4930571K23Rik	0	0	0	0
4930571O06Rik	0	0	0	0
4930572K03Rik	0	0	0	0
4930572O03Rik	0	0	0	0
4930572O13Rik	0	0	0	0
4930573O16Rik	0	0	0	0
4930577N17Rik	69	56	62	55
4930578C19Rik	7	12	7	11
4930578E11Rik	0	0	0	0
4930578I06Rik	0	0	0	0
4930578M01Rik	8	1	0	2
4930578N18Rik	0	0	0	0
4930579F01Rik	0	0	1	0
4930579G18Rik	545	182	252	273
4930579G24Rik	120	88	153	126
4930579H20Rik	0	0	0	0
4930579J19Rik	0	0	0	0
4930579K19Rik	45	29	51	62
4930579P08Rik	0	0	0	0
4930581F22Rik	165	74	206	181
4930583K01Rik	4	7	4	2
4930583P06Rik	0	0	0	0
4930584F24Rik	0	0	0	0
4930586N03Rik	0	0	0	0
4930587E11Rik	0	0	0	0
4930590J08Rik	17	5	3	1
4930590L20Rik	0	0	0	0
4930591A17Rik	2	0	0	0
4930591E09Rik	0	0	0	0
4930592A05Rik	7	2	0	0
4930592I03Rik	7	1	8	6
4930593A02Rik	0	0	0	7
4930593C16Rik	2	0	0	3
4930594C11Rik	11	3	7	15
4930594O21Rik	0	0	0	0
4930595D18Rik	0	0	2	2
4930595M18Rik	0	0	0	0
4930596D02Rik	0	0	0	0
4930596I21Rik	2	0	0	3
4930597A21Rik	0	0	2	0
4930597G03Rik	0	0	0	0
4930598F16Rik	0	0	0	0
4930599N23Rik	53	40	39	25
4931402G19Rik	8	1	2	3
4931403E22Rik	29	4	14	21
4931403G20Rik	18	6	6	22
4931406B18Rik	0	0	0	1
4931406C07Rik	2242	2065	2105	2706
4931406H21Rik	18	1	4	9
4931406P16Rik	4589	3437	2345	2496
4931408C20Rik	0	0	0	0
4931408D14Rik	31	20	111	41
4931409K22Rik	0	0	0	2
4931414P19Rik	703	596	552	754
4931417E11Rik	0	0	0	0
4931419H13Rik	0	0	0	0
4931420L22Rik	0	0	0	0
4931423N10Rik	0	0	4	2
4931428F04Rik	105	94	98	104
4931428L18Rik	1	0	0	0
4931429I11Rik	2	2	0	11
4931429L15Rik	1	1	2	0
4931429P17Rik	0	0	0	0
4931430N09Rik	4	5	10	1
4931431B13Rik	0	0	0	0
4931431C16Rik	11	14	18	15
4931431F19Rik	0	0	0	0
4931440F15Rik	42	95	53	99
4931440J10Rik	1	0	2	1
4931440P22Rik	218	146	130	199
4932411E22Rik	69	19	5	13
4932411N23Rik	0	0	0	0
4932412D23Rik	0	0	0	0
4932413F04Rik	1	0	0	0
4932414J04Rik	0	0	0	0
4932414N04Rik	0	0	0	0
4932415M13Rik	0	0	0	0
4932416H05Rik	243	248	108	140
4932416K20Rik	0	0	0	0
4932418E24Rik	3	3	0	3
4932429P05Rik	0	0	0	0
4932435O22Rik	2	0	0	0
4932438A13Rik	5657	4044	4122	4292
4932438H23Rik	3	3	1	0
4932441J04Rik	0	0	0	0
4932443I19Rik	1	0	0	1
4932702P03Rik	0	0	0	0
4933400A11Rik	1	1	4	1
4933400B14Rik	0	0	1	0
4933400C23Rik	0	0	0	0
4933400F21Rik	2	0	4	0
4933400L20Rik	0	0	0	0
4933401B06Rik	0	0	0	0
4933401D09Rik	6	5	4	7
4933401H06Rik	8	2	12	1
4933402C06Rik	0	0	0	0
4933402D24Rik	5	7	6	2
4933402E13Rik	1	2	0	0
4933402J07Rik	0	0	0	0
4933402J10Rik	0	0	0	0
4933402J15Rik	1	0	0	0
4933402N03Rik	0	0	0	0
4933402N22Rik	0	0	0	0
4933402P03Rik	0	0	0	0
4933403O08Rik	0	0	0	0
4933404G15Rik	0	0	0	0
4933404K08Rik	0	0	0	2
4933404K13Rik	0	0	0	0
4933404O12Rik	76	63	78	64
4933405D12Rik	22	5	6	15
4933405E24Rik	3	3	0	2
4933405L10Rik	7	1	6	3
4933405O20Rik	0	0	0	0
4933406C10Rik	207	68	83	104
4933406D12Rik	0	0	5	0
4933406F09Rik	0	0	0	0
4933406G16Rik	0	0	0	3
4933406I18Rik	3	3	3	1
4933406J08Rik	0	0	0	0
4933406J10Rik	4	0	4	0
4933406K04Rik	0	0	0	0
4933406M09Rik	0	0	4	0
4933407E24Rik	0	2	0	0
4933407G14Rik	0	0	0	0
4933407I05Rik	0	0	2	0
4933407K13Rik	192	79	122	161
4933407L21Rik	1	1	0	3
4933408B17Rik	44	8	15	21
4933408J17Rik	4	2	3	3
4933408N05Rik	0	0	2	0
4933409G03Rik	0	0	0	0
4933409K07Rik	1	1	9	27
4933411E08Rik	20	0	4	8
4933411G06Rik	0	0	0	0
4933411K16Rik	21	12	17	24
4933412E12Rik	72	40	54	68
4933412E24Rik	0	0	0	0
4933412O06Rik	0	0	2	0
4933413G19Rik	1	0	0	0
4933413J09Rik	22	3	20	34
4933413L06Rik	0	0	0	0
4933415F23Rik	0	3	0	0
4933416C03Rik	0	0	0	0
4933416E03Rik	0	0	0	0
4933416I08Rik	0	0	0	0
4933416M06Rik	0	0	0	1
4933416M07Rik	134	7	28	21
4933417A18Rik	0	0	0	0
4933417D19Rik	12	9	8	13
4933417E11Rik	0	0	0	0
4933417G07Rik	2	0	0	2
4933417O13Rik	4	1	4	1
4933421I07Rik	0	0	0	0
4933421O10Rik	400	295	360	588
4933422A05Rik	3	0	3	2
4933424G05Rik	7	6	3	4
4933424G06Rik	3	0	1	5
4933425B07Rik	16	3	4	2
4933425L06Rik	0	0	3	1
4933427D06Rik	3	1	0	0
4933427D14Rik	846	545	576	697
4933427E11Rik	4	5	13	29
4933427E13Rik	0	0	0	0
4933427G17Rik	2	0	0	2
4933427I22Rik	0	0	0	0
4933428C19Rik	0	0	0	0
4933428G20Rik	9	8	7	4
4933429K18Rik	0	0	0	0
4933429O19Rik	0	0	0	0
4933430H16Rik	0	0	0	0
4933430I17Rik	57	29	32	26
4933430M04Rik	0	0	0	0
4933430N04Rik	0	0	0	0
4933431E20Rik	43	48	49	38
4933431G14Rik	9	10	17	16
4933432G23Rik	0	0	0	0
4933432I03Rik	0	0	1	0
4933432I09Rik	4	0	2	3
4933432K03Rik	0	0	0	0
4933433C11Rik	14	4	16	16
4933433F19Rik	0	0	0	0
4933433G08Rik	0	0	0	0
4933433G15Rik	14	0	1	9
4933433G19Rik	36	15	16	21
4933433H22Rik	0	0	1	1
4933434E20Rik	2931	2271	4240	4826
4933436E23Rik	0	0	0	0
4933436H12Rik	0	0	0	0
4933436I01Rik	0	1	0	0
4933438B17Rik	0	0	0	0
4933438K21Rik	0	0	0	3
4933439C10Rik	286	119	107	155
4933439K11Rik	53	54	37	62
4933440J02Rik	0	0	0	0
4933440M02Rik	0	0	5	0
5031410I06Rik	0	0	0	0
5031414D18Rik	7	7	12	7
5031425E22Rik	3564	2154	1318	2732
5031425F14Rik	0	0	0	0
5031426D15Rik	8	4	12	6
5031434C07Rik	4	0	0	2
5031434O11Rik	40	14	12	13
5031439G07Rik	1796	1818	1750	2254
5033403F01Rik	8	5	7	6
5033403H07Rik	258	186	286	423
5033404E19Rik	0	0	0	0
5033406O09Rik	12	9	12	21
5033428I22Rik	0	0	0	1
5330411J11Rik	0	0	0	0
5330413P13Rik	42	59	61	97
5330417C22Rik	7403	13223	7306	9176
5330426P16Rik	519	79	73	78
5330434G04Rik	0	0	0	0
5330439B14Rik	0	0	0	0
5430401F13Rik	0	0	0	2
5430402E10Rik	0	0	0	0
5430402O13Rik	25	17	26	22
5430403N17Rik	0	0	0	0
5430405H02Rik	157	136	139	170
5430416N02Rik	272	131	334	343
5430416O09Rik	1659	1726	1869	1637
5430419D17Rik	2	0	0	2
5430421F17Rik	0	0	0	0
5430421N21Rik	0	0	1	1
5430425K12Rik	5	0	4	10
5430427M07Rik	2	1	0	0
5430427O19Rik	18	5	9	3
5430428K19Rik	5	0	2	1
5430431A17Rik	1	1	3	12
5430434I15Rik	1	0	0	11
5430437J10Rik	1	0	1	1
5430440P10Rik	29	29	18	41
5530400C23Rik	0	0	0	0
5530401A14Rik	0	0	0	0
5530601H04Rik	530	248	344	502
5730403I07Rik	10	1	1	6
5730405O15Rik	44	24	24	37
5730408K05Rik	22	27	30	69
5730409E04Rik	190	132	119	250
5730412P04Rik	7	3	4	11
5730416F02Rik	0	0	1	2
5730420D15Rik	46	58	65	54
5730422E09Rik	4	3	7	9
5730435O14Rik	0	0	0	1
5730455P16Rik	1461	845	965	912
5730457N03Rik	0	0	0	0
5730460C07Rik	0	0	0	0
5730480H06Rik	126	22	45	37
5730488B01Rik	1	1	1	4
5730507C01Rik	4	4	17	11
5730508B09Rik	2156	1221	1238	1456
5730522E02Rik	6	6	6	5
5730559C18Rik	2012	1427	2072	1360
5830411N06Rik	4	0	1	0
5830415F09Rik	407	349	466	726
5830416I19Rik	2	0	0	2
5830416P10Rik	14	7	6	3
5830417I10Rik	1418	1372	540	100
5830418P13Rik	0	0	0	1
5830428M24Rik	665	367	349	418
5830432E09Rik	10	0	2	3
5830444B04Rik	0	0	4	6
5830454E08Rik	23	27	24	29
5830473C10Rik	3	0	3	1
5930403L14Rik	3529	2518	1757	2086
5930412G12Rik	0	1	0	1
5930430L01Rik	400	289	268	375
5930438M14Rik	0	0	0	0
6030407O03Rik	2	1	2	2
6030408B16Rik	73	80	179	248
6030419C18Rik	138	182	212	207
6030440G07Rik	0	0	0	0
6030443J06Rik	52	19	67	66
6030458C11Rik	1578	1336	1518	1570
6030466F02Rik	0	0	0	0
6030468B19Rik	6	1	1	0
6030469F06Rik	0	3	2	7
6030471H07Rik	0	0	0	0
6030498E09Rik	0	0	0	0
6230400D17Rik	31	23	21	39
6330403A02Rik	3	7	2	1
6330403K07Rik	88	49	66	69
6330407A03Rik	0	0	0	2
6330408A02Rik	429	245	302	350
6330409D20Rik	3	1	0	4
6330410L21Rik	0	0	0	0
6330415B21Rik	0	0	0	1
6330415G19Rik	15	23	28	37
6330416G13Rik	1843	2286	3352	3015
6330418K02Rik	10	7	11	10
6330549D23Rik	78	88	90	67
6430411K18Rik	0	0	0	0
6430503K07Rik	0	0	0	0
6430531B16Rik	4	5	8	1
6430548M08Rik	186	219	87	131
6430550D23Rik	51	18	34	76
6430562O15Rik	17	4	8	10
6430571L13Rik	69	30	50	87
6430573F11Rik	111	65	156	250
6430584L05Rik	5	1	0	1
6430706D22Rik	0	0	0	0
6430710C18Rik	2	1	0	0
6530402F18Rik	48	59	31	34
6530403H02Rik	2	0	0	0
6530411M01Rik	0	0	0	0
6720468P15Rik	0	0	0	0
6720483E21Rik	5	6	3	3
6720489N17Rik	107	51	113	104
6820408C15Rik	90	51	85	82
6820431F20Rik	1181	598	557	587
7420426K07Rik	0	0	0	0
7420461P10Rik	0	0	0	4
7420700N18Rik	0	0	1	0
7420701I03Rik	0	0	1	0
7530416G11Rik	3	0	0	3
7630403G23Rik	0	0	0	0
8030411F24Rik	0	0	0	0
8030423F21Rik	3	5	1	14
8030423J24Rik	0	0	0	0
8030442B05Rik	4	1	9	7
8030443G20Rik	0	0	0	0
8030451O07Rik	0	0	0	0
8030455M16Rik	0	0	0	0
8030462N17Rik	1203	943	1014	1044
8430408G22Rik	3897	4414	6819	7410
8430419L09Rik	1543	1094	1216	1470
8430422H06Rik	0	0	0	0
8430423G03Rik	4	2	4	1
8430426J06Rik	3	2	2	0
8430429K09Rik	102	106	111	169
8430430B14Rik	24	29	16	27
8430431K14Rik	0	0	0	0
8430436N08Rik	32	2	3	2
8430437L04Rik	0	0	0	1
9030025P20Rik	285	210	156	197
9030204H09Rik	0	0	0	0
9030404E10Rik	289	38	168	90
9030612E09Rik	0	0	0	2
9030617O03Rik	1497	1492	2910	2427
9030619P08Rik	1	0	0	0
9030624G23Rik	40	13	22	19
9030624J02Rik	3894	3828	4149	4494
9030625G05Rik	14	6	3	8
9130008F23Rik	274	199	227	270
9130011E15Rik	1285	1223	1063	1214
9130015A21Rik	0	1	0	3
9130015L21Rik	0	0	0	0
9130019O22Rik	312	240	250	277
9130019P16Rik	297	115	93	54
9130023H24Rik	341	393	313	369
9130024F11Rik	24	23	31	23
9130204L05Rik	0	0	0	0
9130209A04Rik	0	0	0	0
9130221F21Rik	0	0	0	0
9130221H12Rik	106	121	58	67
9130227L01Rik	0	0	0	0
9130230L23Rik	12	3	16	10
9130401M01Rik	962	687	994	1143
9130409I23Rik	0	0	0	0
9130409J20Rik	0	0	0	0
9230009I02Rik	0	0	0	0
9230102K24Rik	0	0	0	0
9230102O04Rik	0	0	0	0
9230104L09Rik	1	2	6	5
9230105E05Rik	2	0	3	0
9230110C19Rik	225	259	502	377
9230110F15Rik	0	0	0	0
9230112D13Rik	1	0	1	0
9230112J17Rik	27	34	76	126
9230114K14Rik	135	71	203	129
9230116L04Rik	18	17	29	18
9230116N13Rik	51	24	24	46
9230117E06Rik	82	75	95	195
9330020H09Rik	166	127	182	198
9330102E08Rik	27	30	50	11
9330111N05Rik	0	0	2	0
9330117O12Rik	0	0	4	0
9330133O14Rik	1113	1112	683	670
9330136K24Rik	14	7	29	15
9330151L19Rik	298	184	111	134
9330158H04Rik	1	2	0	0
9330159F19Rik	1	2	2	0
9330159M07Rik	81	53	57	49
9330162012Rik	51	44	44	82
9330162B11Rik	0	0	0	0
9330175E14Rik	5	6	0	6
9330175M20Rik	4	0	0	0
9330178D15Rik	0	0	0	0
9330179D12Rik	25	25	15	33
9330182L06Rik	1516	1851	2190	2364
9330182O14Rik	0	0	0	2
9330188P03Rik	17	20	40	70
9330199G10Rik	0	0	0	0
9430007A20Rik	0	0	0	0
9430014N10Rik	0	0	0	0
9430015G10Rik	481	242	342	555
9430016H08Rik	1195	909	1608	1726
9430018G01Rik	2	0	0	3
9430019J16Rik	0	0	0	0
9430020K01Rik	2632	2935	1782	2562
9430021M05Rik	3	0	0	1
9430037G07Rik	30	16	45	29
9430038I01Rik	539	340	1022	782
9430041J12Rik	0	0	0	0
9430060I03Rik	4	8	4	4
9430065F17Rik	27	5	28	39
9430069I07Rik	0	0	0	0
9430076C15Rik	5	3	0	2
9430078K24Rik	0	1	1	2
9430083A17Rik	178	107	110	146
9430091E24Rik	203	117	87	125
9530002B09Rik	0	0	0	0
9530003J23Rik	421	318	166	554
9530014B07Rik	0	0	0	0
9530020I12Rik	0	0	0	0
9530026F06Rik	0	0	1	0
9530026P05Rik	112	140	107	131
9530027J09Rik	22	2	3	16
9530036O11Rik	345	327	208	452
9530051G07Rik	13	1	8	15
9530052E02Rik	2	1	5	2
9530053A07Rik	39	8	27	10
9530059O14Rik	0	0	0	0
9530062K07Rik	18	7	13	9
9530068E07Rik	15725	14520	15115	16364
9530077C05Rik	121	133	889	330
9530080O11Rik	5	6	6	3
9530082P21Rik	796	617	504	615
9530091C08Rik	11	0	1	3
9630001P10Rik	0	0	0	0
9630013A20Rik	0	0	0	0
9630013K17Rik	37	8	23	24
9630028B13Rik	0	0	1	4
9630028H03Rik	0	0	0	0
9630028I04Rik	27	35	21	87
9830107B12Rik	2	3	3	5
9830132P13Rik	0	2	0	1
9830147E19Rik	367	102	343	215
9830166K06Rik	2	1	0	3
9930012K11Rik	871	300	445	408
9930014A18Rik	1145	1267	707	1413
9930021J03Rik	2440	1834	1239	1413
9930104L06Rik	810	412	506	438
9930111H07Rik	0	0	0	0
9930111J21Rik1	14	10	15	14
9930111J21Rik2	2	0	0	0
A130010J15Rik	450	366	520	469
A130077B15Rik	2	1	0	1
A1bg	5	4	9	0
A1cf	2	7	1	18
A230001M10Rik	0	0	0	0
A230009B12Rik	6	3	3	4
A230020J21Rik	13	1	1	4
A230028O05Rik	7	2	1	1
A230046K03Rik	3575	2040	3153	3131
A230050P20Rik	476	355	412	431
A230056J06Rik	3	1	3	5
A230056P14Rik	371	110	127	93
A230057D06Rik	8	5	9	6
A230065H16Rik	4	1	0	0
A230070E04Rik	0	0	2	0
A230072C01Rik	101	48	79	99
A230072E10Rik	30	13	22	25
A230077H06Rik	0	0	0	0
A230103J11Rik	46	36	38	25
A230108P19Rik	6	9	11	9
A2m	108	180	3213	600
A330009N23Rik	35	12	61	48
A330015K06Rik	1	1	0	0
A330023F24Rik	120	30	17	58
A330032B11Rik	1	0	12	16
A330033J07Rik	20	4	13	30
A330035P11Rik	69	68	70	102
A330040F15Rik	62	12	8	26
A330041J22Rik	92	49	94	125
A330048O09Rik	1	0	1	0
A330049N07Rik	0	0	0	0
A330050F15Rik	0	0	0	0
A330069E16Rik	51	22	57	76
